Track,for,Michael,2018,,,
Date,Time,(UTC),Latitude,Longitude,,Category
MM/DD/Year,HH:MM:SS,(deg),(deg),,,
10/7/2018,18:08:20,18.871,N,86.294,W,5
10/7/2018,18:10:19,18.877,N,86.276,W,5
10/7/2018,18:12:19,18.884,N,86.258,W,5
10/7/2018,18:14:20,18.89,N,86.24,W,5
10/7/2018,18:16:20,18.896,N,86.222,W,5
10/7/2018,18:18:19,18.903,N,86.204,W,5
10/7/2018,18:20:19,18.909,N,86.186,W,5
10/7/2018,18:22:20,18.915,N,86.168,W,5
10/7/2018,18:24:20,18.921,N,86.15,W,5
10/7/2018,18:26:19,18.928,N,86.132,W,5
10/7/2018,18:28:19,18.934,N,86.114,W,5
10/7/2018,18:30:20,18.94,N,86.096,W,5
10/7/2018,18:32:20,18.946,N,86.078,W,5
10/7/2018,18:34:19,18.953,N,86.06,W,5
10/7/2018,18:36:20,18.959,N,86.042,W,5
10/7/2018,18:38:20,18.965,N,86.025,W,5
10/7/2018,18:40:19,18.971,N,86.007,W,5
10/7/2018,18:42:19,18.978,N,85.989,W,5
10/7/2018,18:44:20,18.984,N,85.972,W,5
10/7/2018,18:46:20,18.99,N,85.954,W,5
10/7/2018,18:48:19,18.997,N,85.937,W,5
10/7/2018,18:50:19,19.003,N,85.92,W,5
10/7/2018,18:52:20,19.009,N,85.903,W,5
10/7/2018,18:54:20,19.015,N,85.885,W,5
10/7/2018,18:56:19,19.022,N,85.869,W,5
10/7/2018,18:58:19,19.028,N,85.852,W,5
10/7/2018,19:00:20,19.034,N,85.835,W,5
10/7/2018,19:02:20,19.041,N,85.818,W,5
10/7/2018,19:04:19,19.047,N,85.802,W,5
10/7/2018,19:06:20,19.053,N,85.785,W,5
10/7/2018,19:08:20,19.06,N,85.769,W,5
10/7/2018,19:10:19,19.066,N,85.753,W,5
10/7/2018,19:12:19,19.072,N,85.737,W,5
10/7/2018,19:14:20,19.079,N,85.721,W,5
10/7/2018,19:16:20,19.085,N,85.706,W,5
10/7/2018,19:18:19,19.092,N,85.69,W,5
10/7/2018,19:20:19,19.098,N,85.675,W,5
10/7/2018,19:22:20,19.104,N,85.66,W,5
10/7/2018,19:24:20,19.111,N,85.645,W,5
10/7/2018,19:26:19,19.117,N,85.63,W,5
10/7/2018,19:28:19,19.124,N,85.616,W,5
10/7/2018,19:30:20,19.13,N,85.601,W,5
10/7/2018,19:32:20,19.137,N,85.587,W,5
10/7/2018,19:34:19,19.143,N,85.573,W,5
10/7/2018,19:36:20,19.15,N,85.56,W,5
10/7/2018,19:38:20,19.156,N,85.546,W,5
10/7/2018,19:40:19,19.163,N,85.533,W,5
10/7/2018,19:42:19,19.169,N,85.52,W,5
10/7/2018,19:44:20,19.176,N,85.507,W,5
10/7/2018,19:46:20,19.182,N,85.494,W,5
10/7/2018,19:48:19,19.189,N,85.482,W,5
10/7/2018,19:50:19,19.195,N,85.47,W,5
10/7/2018,19:52:20,19.202,N,85.458,W,5
10/7/2018,19:54:20,19.209,N,85.446,W,5
10/7/2018,19:56:19,19.215,N,85.435,W,5
10/7/2018,19:58:19,19.222,N,85.424,W,5
10/7/2018,20:00:20,19.229,N,85.413,W,5
10/7/2018,20:02:20,19.235,N,85.403,W,5
10/7/2018,20:04:19,19.242,N,85.393,W,5
10/7/2018,20:06:20,19.249,N,85.383,W,5
10/7/2018,20:08:20,19.255,N,85.373,W,5
10/7/2018,20:10:19,19.262,N,85.364,W,5
10/7/2018,20:12:19,19.269,N,85.355,W,5
10/7/2018,20:14:20,19.276,N,85.346,W,5
10/7/2018,20:16:20,19.282,N,85.338,W,5
10/7/2018,20:18:19,19.289,N,85.33,W,5
10/7/2018,20:20:19,19.296,N,85.322,W,5
10/7/2018,20:22:20,19.303,N,85.315,W,5
10/7/2018,20:24:20,19.31,N,85.308,W,5
10/7/2018,20:26:19,19.317,N,85.301,W,5
10/7/2018,20:28:19,19.324,N,85.294,W,5
10/7/2018,20:30:20,19.33,N,85.288,W,5
10/7/2018,20:32:20,19.337,N,85.283,W,5
10/7/2018,20:34:19,19.344,N,85.278,W,5
10/7/2018,20:36:20,19.351,N,85.273,W,5
10/7/2018,20:38:20,19.358,N,85.268,W,5
10/7/2018,20:40:19,19.365,N,85.264,W,5
10/7/2018,20:42:19,19.372,N,85.26,W,5
10/7/2018,20:44:20,19.379,N,85.257,W,5
10/7/2018,20:46:20,19.387,N,85.254,W,5
10/7/2018,20:48:19,19.394,N,85.251,W,5
10/7/2018,20:50:19,19.401,N,85.249,W,5
10/7/2018,20:52:20,19.408,N,85.247,W,5
10/7/2018,20:54:20,19.415,N,85.246,W,5
10/7/2018,20:56:19,19.422,N,85.245,W,5
10/7/2018,20:58:19,19.43,N,85.245,W,5
10/7/2018,21:00:20,19.437,N,85.245,W,5
10/7/2018,21:02:20,19.444,N,85.245,W,5
10/7/2018,21:04:19,19.451,N,85.246,W,5
10/7/2018,21:06:20,19.459,N,85.247,W,5
10/7/2018,21:08:20,19.466,N,85.249,W,5
10/7/2018,21:10:19,19.473,N,85.251,W,5
10/7/2018,21:12:19,19.481,N,85.254,W,5
10/7/2018,21:14:20,19.488,N,85.257,W,5
10/7/2018,21:16:20,19.496,N,85.261,W,5
10/7/2018,21:18:19,19.503,N,85.265,W,5
10/7/2018,21:20:19,19.511,N,85.269,W,5
10/7/2018,21:22:20,19.518,N,85.274,W,5
10/7/2018,21:24:20,19.526,N,85.28,W,5
10/7/2018,21:26:19,19.533,N,85.286,W,5
10/7/2018,21:28:19,19.541,N,85.293,W,5
10/7/2018,21:30:20,19.549,N,85.3,W,5
10/7/2018,21:32:20,19.556,N,85.308,W,5
10/7/2018,21:34:19,19.564,N,85.316,W,5
10/7/2018,21:36:20,19.572,N,85.324,W,5
10/7/2018,21:38:20,19.579,N,85.334,W,5
10/7/2018,21:40:19,19.587,N,85.343,W,5
10/7/2018,21:42:19,19.595,N,85.354,W,5
10/7/2018,21:44:20,19.603,N,85.365,W,5
10/7/2018,21:46:20,19.611,N,85.376,W,5
10/7/2018,21:48:19,19.619,N,85.388,W,5
10/7/2018,21:48:40,19.62,N,85.39,W,5
10/7/2018,21:50:39,19.626,N,85.389,W,5
10/7/2018,21:52:39,19.633,N,85.388,W,5
10/7/2018,21:54:40,19.639,N,85.387,W,5
10/7/2018,21:56:40,19.645,N,85.386,W,5
10/7/2018,21:58:39,19.651,N,85.385,W,5
10/7/2018,22:00:39,19.657,N,85.384,W,5
10/7/2018,22:02:40,19.663,N,85.383,W,5
10/7/2018,22:04:40,19.669,N,85.382,W,5
10/7/2018,22:06:39,19.675,N,85.381,W,5
10/7/2018,22:08:39,19.681,N,85.381,W,5
10/7/2018,22:10:40,19.687,N,85.38,W,5
10/7/2018,22:12:39,19.693,N,85.379,W,5
10/7/2018,22:14:39,19.699,N,85.378,W,5
10/7/2018,22:16:40,19.704,N,85.378,W,5
10/7/2018,22:18:40,19.71,N,85.377,W,5
10/7/2018,22:20:39,19.716,N,85.376,W,5
10/7/2018,22:22:39,19.721,N,85.376,W,5
10/7/2018,22:24:40,19.727,N,85.375,W,5
10/7/2018,22:26:40,19.732,N,85.374,W,5
10/7/2018,22:28:39,19.738,N,85.374,W,5
10/7/2018,22:30:39,19.743,N,85.373,W,5
10/7/2018,22:32:40,19.748,N,85.373,W,5
10/7/2018,22:34:40,19.753,N,85.372,W,5
10/7/2018,22:36:39,19.759,N,85.372,W,5
10/7/2018,22:38:39,19.764,N,85.371,W,5
10/7/2018,22:40:40,19.769,N,85.371,W,5
10/7/2018,22:42:39,19.774,N,85.371,W,5
10/7/2018,22:44:39,19.779,N,85.37,W,5
10/7/2018,22:46:40,19.784,N,85.37,W,5
10/7/2018,22:48:40,19.788,N,85.37,W,5
10/7/2018,22:50:39,19.793,N,85.37,W,5
10/7/2018,22:52:39,19.798,N,85.37,W,5
10/7/2018,22:54:40,19.802,N,85.369,W,5
10/7/2018,22:56:40,19.807,N,85.369,W,5
10/7/2018,22:58:39,19.812,N,85.369,W,5
10/7/2018,23:00:39,19.816,N,85.369,W,5
10/7/2018,23:02:40,19.82,N,85.369,W,5
10/7/2018,23:04:40,19.825,N,85.369,W,5
10/7/2018,23:06:39,19.829,N,85.369,W,5
10/7/2018,23:08:39,19.833,N,85.369,W,5
10/7/2018,23:10:40,19.837,N,85.369,W,5
10/7/2018,23:12:39,19.841,N,85.37,W,5
10/7/2018,23:14:39,19.845,N,85.37,W,5
10/7/2018,23:16:40,19.849,N,85.37,W,5
10/7/2018,23:18:40,19.853,N,85.37,W,5
10/7/2018,23:20:39,19.857,N,85.371,W,5
10/7/2018,23:22:39,19.86,N,85.371,W,5
10/7/2018,23:24:40,19.864,N,85.372,W,5
10/7/2018,23:26:40,19.867,N,85.372,W,5
10/7/2018,23:28:39,19.871,N,85.372,W,5
10/7/2018,23:30:39,19.874,N,85.373,W,5
10/7/2018,23:32:40,19.877,N,85.374,W,5
10/7/2018,23:34:40,19.881,N,85.374,W,5
10/7/2018,23:36:39,19.884,N,85.375,W,5
10/7/2018,23:38:39,19.887,N,85.376,W,5
10/7/2018,23:40:40,19.89,N,85.376,W,5
10/7/2018,23:42:39,19.893,N,85.377,W,5
10/7/2018,23:44:39,19.895,N,85.378,W,5
10/7/2018,23:46:40,19.898,N,85.379,W,5
10/7/2018,23:48:40,19.901,N,85.38,W,5
10/7/2018,23:50:39,19.903,N,85.381,W,5
10/7/2018,23:52:39,19.906,N,85.382,W,5
10/7/2018,23:54:40,19.908,N,85.383,W,5
10/7/2018,23:56:40,19.911,N,85.384,W,5
10/7/2018,23:58:39,19.913,N,85.385,W,5
10/8/2018,0:00:39,19.915,N,85.386,W,5
10/8/2018,0:02:40,19.917,N,85.387,W,5
10/8/2018,0:04:40,19.919,N,85.388,W,5
10/8/2018,0:06:39,19.921,N,85.39,W,5
10/8/2018,0:08:39,19.923,N,85.391,W,5
10/8/2018,0:10:40,19.925,N,85.392,W,5
10/8/2018,0:12:39,19.927,N,85.394,W,5
10/8/2018,0:14:39,19.928,N,85.395,W,5
10/8/2018,0:16:40,19.93,N,85.397,W,5
10/8/2018,0:18:40,19.932,N,85.398,W,5
10/8/2018,0:20:39,19.933,N,85.399,W,5
10/8/2018,0:22:39,19.935,N,85.401,W,5
10/8/2018,0:24:40,19.936,N,85.403,W,5
10/8/2018,0:26:40,19.937,N,85.404,W,5
10/8/2018,0:28:39,19.939,N,85.406,W,5
10/8/2018,0:30:39,19.94,N,85.407,W,5
10/8/2018,0:32:40,19.941,N,85.409,W,5
10/8/2018,0:34:40,19.942,N,85.411,W,5
10/8/2018,0:36:39,19.943,N,85.413,W,5
10/8/2018,0:38:39,19.944,N,85.414,W,5
10/8/2018,0:40:40,19.945,N,85.416,W,5
10/8/2018,0:42:39,19.946,N,85.418,W,5
10/8/2018,0:44:39,19.947,N,85.42,W,5
10/8/2018,0:46:40,19.947,N,85.421,W,5
10/8/2018,0:48:40,19.948,N,85.423,W,5
10/8/2018,0:50:39,19.949,N,85.425,W,5
10/8/2018,0:52:39,19.95,N,85.427,W,5
10/8/2018,0:54:40,19.95,N,85.429,W,5
10/8/2018,0:56:40,19.951,N,85.431,W,5
10/8/2018,0:58:39,19.951,N,85.433,W,5
10/8/2018,1:00:39,19.952,N,85.435,W,5
10/8/2018,1:02:40,19.952,N,85.437,W,5
10/8/2018,1:04:40,19.952,N,85.439,W,5
10/8/2018,1:06:39,19.953,N,85.441,W,5
10/8/2018,1:08:39,19.953,N,85.443,W,5
10/8/2018,1:10:40,19.953,N,85.445,W,5
10/8/2018,1:12:39,19.954,N,85.447,W,5
10/8/2018,1:14:39,19.954,N,85.449,W,5
10/8/2018,1:16:40,19.954,N,85.451,W,5
10/8/2018,1:18:40,19.954,N,85.453,W,5
10/8/2018,1:20:39,19.954,N,85.455,W,5
10/8/2018,1:22:39,19.954,N,85.457,W,5
10/8/2018,1:24:40,19.954,N,85.459,W,5
10/8/2018,1:26:40,19.954,N,85.461,W,5
10/8/2018,1:28:39,19.955,N,85.463,W,5
10/8/2018,1:30:39,19.954,N,85.465,W,5
10/8/2018,1:32:40,19.954,N,85.468,W,5
10/8/2018,1:34:40,19.954,N,85.47,W,5
10/8/2018,1:36:39,19.954,N,85.472,W,5
10/8/2018,1:38:39,19.954,N,85.474,W,5
10/8/2018,1:40:40,19.954,N,85.476,W,5
10/8/2018,1:42:39,19.954,N,85.478,W,5
10/8/2018,1:44:39,19.954,N,85.48,W,5
10/8/2018,1:46:40,19.954,N,85.482,W,5
10/8/2018,1:48:40,19.953,N,85.484,W,5
10/8/2018,1:50:39,19.953,N,85.487,W,5
10/8/2018,1:52:39,19.953,N,85.489,W,5
10/8/2018,1:54:40,19.953,N,85.491,W,5
10/8/2018,1:56:40,19.953,N,85.493,W,5
10/8/2018,1:58:39,19.952,N,85.495,W,5
10/8/2018,2:00:39,19.952,N,85.497,W,5
10/8/2018,2:02:40,19.952,N,85.499,W,5
10/8/2018,2:04:40,19.952,N,85.501,W,5
10/8/2018,2:06:39,19.951,N,85.503,W,5
10/8/2018,2:08:39,19.951,N,85.505,W,5
10/8/2018,2:10:40,19.951,N,85.507,W,5
10/8/2018,2:12:39,19.951,N,85.509,W,5
10/8/2018,2:14:39,19.95,N,85.511,W,5
10/8/2018,2:16:40,19.95,N,85.513,W,5
10/8/2018,2:18:40,19.95,N,85.515,W,5
10/8/2018,2:20:39,19.949,N,85.517,W,5
10/8/2018,2:22:39,19.949,N,85.519,W,5
10/8/2018,2:24:40,19.949,N,85.521,W,5
10/8/2018,2:26:40,19.949,N,85.523,W,5
10/8/2018,2:28:39,19.948,N,85.525,W,5
10/8/2018,2:30:39,19.948,N,85.526,W,5
10/8/2018,2:32:40,19.948,N,85.528,W,5
10/8/2018,2:34:40,19.948,N,85.53,W,5
10/8/2018,2:36:39,19.948,N,85.532,W,5
10/8/2018,2:38:39,19.947,N,85.534,W,5
10/8/2018,2:40:40,19.947,N,85.535,W,5
10/8/2018,2:42:39,19.947,N,85.537,W,5
10/8/2018,2:44:39,19.947,N,85.539,W,5
10/8/2018,2:46:40,19.947,N,85.541,W,5
10/8/2018,2:48:40,19.947,N,85.542,W,5
10/8/2018,2:50:39,19.947,N,85.544,W,5
10/8/2018,2:52:39,19.947,N,85.545,W,5
10/8/2018,2:54:40,19.947,N,85.547,W,5
10/8/2018,2:56:40,19.947,N,85.549,W,5
10/8/2018,2:58:39,19.947,N,85.55,W,5
10/8/2018,3:00:39,19.947,N,85.551,W,5
10/8/2018,3:02:40,19.947,N,85.553,W,5
10/8/2018,3:04:40,19.947,N,85.554,W,5
10/8/2018,3:06:39,19.947,N,85.556,W,5
10/8/2018,3:08:39,19.947,N,85.557,W,5
10/8/2018,3:10:40,19.947,N,85.558,W,5
10/8/2018,3:12:39,19.947,N,85.56,W,5
10/8/2018,3:14:39,19.948,N,85.561,W,5
10/8/2018,3:16:40,19.948,N,85.562,W,5
10/8/2018,3:18:40,19.948,N,85.563,W,5
10/8/2018,3:20:39,19.949,N,85.564,W,5
10/8/2018,3:22:39,19.949,N,85.566,W,5
10/8/2018,3:24:40,19.949,N,85.567,W,5
10/8/2018,3:26:40,19.95,N,85.568,W,5
10/8/2018,3:28:39,19.95,N,85.569,W,5
10/8/2018,3:30:39,19.951,N,85.569,W,5
10/8/2018,3:32:40,19.952,N,85.57,W,5
10/8/2018,3:34:40,19.952,N,85.571,W,5
10/8/2018,3:36:39,19.953,N,85.572,W,5
10/8/2018,3:38:39,19.954,N,85.573,W,5
10/8/2018,3:40:40,19.954,N,85.573,W,5
10/8/2018,3:42:39,19.955,N,85.574,W,5
10/8/2018,3:44:39,19.956,N,85.575,W,5
10/8/2018,3:46:40,19.957,N,85.575,W,5
10/8/2018,3:48:40,19.958,N,85.576,W,5
10/8/2018,3:50:39,19.959,N,85.576,W,5
10/8/2018,3:52:39,19.96,N,85.577,W,5
10/8/2018,3:54:40,19.961,N,85.577,W,5
10/8/2018,3:56:40,19.962,N,85.577,W,5
10/8/2018,3:58:39,19.964,N,85.578,W,5
10/8/2018,4:00:39,19.965,N,85.578,W,5
10/8/2018,4:02:40,19.966,N,85.578,W,5
10/8/2018,4:04:40,19.968,N,85.578,W,5
10/8/2018,4:06:39,19.969,N,85.578,W,5
10/8/2018,4:08:39,19.97,N,85.578,W,5
10/8/2018,4:10:40,19.972,N,85.578,W,5
10/8/2018,4:12:39,19.974,N,85.578,W,5
10/8/2018,4:14:39,19.975,N,85.578,W,5
10/8/2018,4:16:40,19.977,N,85.578,W,5
10/8/2018,4:18:40,19.978,N,85.578,W,5
10/8/2018,4:20:39,19.98,N,85.578,W,5
10/8/2018,4:22:39,19.982,N,85.578,W,5
10/8/2018,4:24:40,19.984,N,85.577,W,5
10/8/2018,4:26:40,19.985,N,85.577,W,5
10/8/2018,4:28:39,19.987,N,85.577,W,5
10/8/2018,4:30:39,19.989,N,85.576,W,5
10/8/2018,4:32:40,19.991,N,85.576,W,5
10/8/2018,4:34:40,19.993,N,85.576,W,5
10/8/2018,4:36:39,19.995,N,85.575,W,5
10/8/2018,4:38:39,19.997,N,85.575,W,5
10/8/2018,4:40:40,19.999,N,85.574,W,5
10/8/2018,4:42:39,20.002,N,85.573,W,5
10/8/2018,4:44:39,20.004,N,85.573,W,5
10/8/2018,4:46:40,20.006,N,85.572,W,5
10/8/2018,4:48:40,20.008,N,85.571,W,5
10/8/2018,4:50:39,20.011,N,85.571,W,5
10/8/2018,4:52:39,20.013,N,85.57,W,5
10/8/2018,4:54:40,20.015,N,85.569,W,5
10/8/2018,4:56:40,20.018,N,85.568,W,5
10/8/2018,4:58:39,20.02,N,85.567,W,5
10/8/2018,5:00:39,20.023,N,85.566,W,5
10/8/2018,5:02:40,20.025,N,85.565,W,5
10/8/2018,5:04:40,20.028,N,85.565,W,5
10/8/2018,5:05:44,20.029,N,85.564,W,5
10/8/2018,5:07:44,20.032,N,85.563,W,5
10/8/2018,5:09:43,20.035,N,85.562,W,5
10/8/2018,5:11:43,20.037,N,85.56,W,5
10/8/2018,5:13:44,20.04,N,85.559,W,5
10/8/2018,5:15:44,20.043,N,85.558,W,5
10/8/2018,5:17:43,20.046,N,85.557,W,5
10/8/2018,5:19:43,20.049,N,85.555,W,5
10/8/2018,5:21:44,20.052,N,85.554,W,5
10/8/2018,5:23:43,20.055,N,85.553,W,5
10/8/2018,5:25:43,20.058,N,85.551,W,5
10/8/2018,5:27:44,20.061,N,85.55,W,5
10/8/2018,5:29:44,20.064,N,85.549,W,5
10/8/2018,5:31:43,20.067,N,85.547,W,5
10/8/2018,5:33:43,20.07,N,85.546,W,5
10/8/2018,5:35:44,20.073,N,85.544,W,5
10/8/2018,5:37:44,20.076,N,85.543,W,5
10/8/2018,5:39:43,20.079,N,85.542,W,5
10/8/2018,5:41:43,20.082,N,85.54,W,5
10/8/2018,5:43:44,20.085,N,85.539,W,5
10/8/2018,5:45:44,20.088,N,85.537,W,5
10/8/2018,5:47:43,20.091,N,85.536,W,5
10/8/2018,5:49:43,20.094,N,85.534,W,5
10/8/2018,5:51:44,20.097,N,85.532,W,5
10/8/2018,5:53:43,20.1,N,85.531,W,5
10/8/2018,5:55:43,20.103,N,85.529,W,5
10/8/2018,5:57:44,20.107,N,85.528,W,5
10/8/2018,5:59:44,20.11,N,85.526,W,5
10/8/2018,6:01:43,20.113,N,85.524,W,5
10/8/2018,6:03:43,20.116,N,85.523,W,5
10/8/2018,6:05:44,20.119,N,85.521,W,5
10/8/2018,6:07:44,20.123,N,85.519,W,5
10/8/2018,6:09:43,20.126,N,85.518,W,5
10/8/2018,6:11:43,20.129,N,85.516,W,5
10/8/2018,6:13:44,20.133,N,85.514,W,5
10/8/2018,6:15:44,20.136,N,85.512,W,5
10/8/2018,6:17:43,20.139,N,85.511,W,5
10/8/2018,6:19:43,20.143,N,85.509,W,5
10/8/2018,6:21:44,20.146,N,85.507,W,5
10/8/2018,6:23:43,20.149,N,85.505,W,5
10/8/2018,6:25:43,20.153,N,85.504,W,5
10/8/2018,6:27:44,20.156,N,85.502,W,5
10/8/2018,6:29:44,20.16,N,85.5,W,5
10/8/2018,6:31:43,20.163,N,85.498,W,5
10/8/2018,6:33:43,20.167,N,85.496,W,5
10/8/2018,6:35:44,20.17,N,85.494,W,5
10/8/2018,6:37:44,20.174,N,85.492,W,5
10/8/2018,6:39:43,20.177,N,85.49,W,5
10/8/2018,6:41:43,20.181,N,85.488,W,5
10/8/2018,6:43:44,20.184,N,85.486,W,5
10/8/2018,6:45:44,20.188,N,85.484,W,5
10/8/2018,6:47:43,20.191,N,85.482,W,5
10/8/2018,6:49:43,20.195,N,85.48,W,5
10/8/2018,6:51:44,20.199,N,85.478,W,5
10/8/2018,6:53:43,20.202,N,85.476,W,5
10/8/2018,6:55:43,20.206,N,85.474,W,5
10/8/2018,6:57:44,20.21,N,85.472,W,5
10/8/2018,6:59:44,20.213,N,85.47,W,5
10/8/2018,7:01:43,20.217,N,85.468,W,5
10/8/2018,7:03:43,20.221,N,85.466,W,5
10/8/2018,7:05:44,20.225,N,85.464,W,5
10/8/2018,7:07:44,20.228,N,85.462,W,5
10/8/2018,7:09:43,20.232,N,85.46,W,5
10/8/2018,7:11:43,20.236,N,85.457,W,5
10/8/2018,7:13:44,20.24,N,85.455,W,5
10/8/2018,7:15:44,20.244,N,85.453,W,5
10/8/2018,7:17:43,20.248,N,85.451,W,5
10/8/2018,7:19:43,20.252,N,85.449,W,5
10/8/2018,7:21:44,20.255,N,85.446,W,5
10/8/2018,7:23:43,20.259,N,85.444,W,5
10/8/2018,7:25:43,20.263,N,85.442,W,5
10/8/2018,7:27:44,20.267,N,85.44,W,5
10/8/2018,7:29:44,20.271,N,85.437,W,5
10/8/2018,7:31:43,20.275,N,85.435,W,5
10/8/2018,7:33:43,20.279,N,85.433,W,5
10/8/2018,7:35:44,20.283,N,85.43,W,5
10/8/2018,7:37:44,20.287,N,85.428,W,5
10/8/2018,7:39:34,20.291,N,85.426,W,5
10/8/2018,7:41:33,20.295,N,85.424,W,5
10/8/2018,7:43:33,20.299,N,85.422,W,5
10/8/2018,7:45:34,20.304,N,85.419,W,5
10/8/2018,7:47:34,20.308,N,85.417,W,5
10/8/2018,7:49:33,20.312,N,85.415,W,5
10/8/2018,7:51:33,20.317,N,85.412,W,5
10/8/2018,7:53:34,20.321,N,85.41,W,5
10/8/2018,7:55:34,20.326,N,85.408,W,5
10/8/2018,7:57:33,20.33,N,85.405,W,5
10/8/2018,7:59:33,20.335,N,85.403,W,5
10/8/2018,8:01:34,20.339,N,85.401,W,5
10/8/2018,8:03:33,20.344,N,85.398,W,5
10/8/2018,8:05:33,20.348,N,85.396,W,5
10/8/2018,8:07:33,20.353,N,85.393,W,5
10/8/2018,8:09:33,20.358,N,85.391,W,5
10/8/2018,8:11:34,20.362,N,85.389,W,5
10/8/2018,8:13:34,20.367,N,85.386,W,5
10/8/2018,8:15:34,20.372,N,85.384,W,5
10/8/2018,8:17:34,20.376,N,85.381,W,5
10/8/2018,8:19:33,20.381,N,85.379,W,5
10/8/2018,8:21:33,20.386,N,85.376,W,5
10/8/2018,8:23:33,20.39,N,85.373,W,5
10/8/2018,8:25:33,20.395,N,85.371,W,5
10/8/2018,8:27:34,20.4,N,85.368,W,5
10/8/2018,8:29:34,20.405,N,85.366,W,5
10/8/2018,8:31:34,20.41,N,85.363,W,5
10/8/2018,8:33:33,20.415,N,85.361,W,5
10/8/2018,8:35:33,20.42,N,85.358,W,5
10/8/2018,8:37:33,20.424,N,85.355,W,5
10/8/2018,8:39:33,20.429,N,85.353,W,5
10/8/2018,8:41:34,20.434,N,85.35,W,5
10/8/2018,8:43:34,20.439,N,85.347,W,5
10/8/2018,8:45:34,20.444,N,85.345,W,5
10/8/2018,8:47:34,20.449,N,85.342,W,5
10/8/2018,8:49:33,20.454,N,85.339,W,5
10/8/2018,8:51:33,20.459,N,85.337,W,5
10/8/2018,8:53:33,20.464,N,85.334,W,5
10/8/2018,8:55:33,20.469,N,85.331,W,5
10/8/2018,8:57:34,20.474,N,85.328,W,5
10/8/2018,8:59:34,20.479,N,85.326,W,5
10/8/2018,9:01:34,20.484,N,85.323,W,5
10/8/2018,9:03:33,20.489,N,85.32,W,5
