Track,for,Michael,2018,,,
10/8/2018,23:53:23,22.672,N,85.205,W,5
10/8/2018,23:55:23,22.677,N,85.205,W,5
10/8/2018,23:57:23,22.682,N,85.204,W,5
10/8/2018,23:59:24,22.687,N,85.203,W,5
10/9/2018,0:01:24,22.691,N,85.202,W,5
10/9/2018,0:03:24,22.696,N,85.202,W,5
10/9/2018,0:05:24,22.701,N,85.201,W,5
10/9/2018,0:07:23,22.705,N,85.201,W,5
10/9/2018,0:09:23,22.71,N,85.201,W,5
10/9/2018,0:11:23,22.714,N,85.2,W,5
10/9/2018,0:13:23,22.719,N,85.2,W,5
10/9/2018,0:14:56,22.722,N,85.2,W,5
10/9/2018,0:16:56,22.722,N,85.191,W,5
10/9/2018,0:18:56,22.722,N,85.182,W,5
10/9/2018,0:20:55,22.722,N,85.174,W,5
10/9/2018,0:22:55,22.723,N,85.166,W,5
10/9/2018,0:24:55,22.723,N,85.159,W,5
10/9/2018,0:26:56,22.724,N,85.153,W,5
10/9/2018,0:28:56,22.725,N,85.148,W,5
10/9/2018,0:30:56,22.727,N,85.144,W,5
10/9/2018,0:32:56,22.73,N,85.141,W,5
10/9/2018,0:34:55,22.733,N,85.14,W,5
10/9/2018,0:36:55,22.737,N,85.14,W,5
10/9/2018,0:38:55,22.741,N,85.142,W,5
10/9/2018,0:40:55,22.747,N,85.146,W,5
10/9/2018,0:42:56,22.753,N,85.151,W,5
10/9/2018,0:44:56,22.759,N,85.157,W,5
10/9/2018,0:46:56,22.766,N,85.165,W,5
10/9/2018,0:48:56,22.774,N,85.173,W,5
10/9/2018,0:50:55,22.782,N,85.183,W,5
10/9/2018,0:52:55,22.791,N,85.194,W,5
10/9/2018,0:54:55,22.8,N,85.206,W,5
10/9/2018,0:54:57,22.8,N,85.206,W,5
10/9/2018,0:56:57,22.81,N,85.221,W,5
10/9/2018,0:58:57,22.821,N,85.236,W,5
10/9/2018,1:00:57,22.831,N,85.251,W,5
10/9/2018,1:02:58,22.842,N,85.265,W,5
10/9/2018,1:04:58,22.852,N,85.28,W,5
10/9/2018,1:06:58,22.863,N,85.295,W,5
10/9/2018,1:08:58,22.873,N,85.31,W,5
10/9/2018,1:10:57,22.884,N,85.325,W,5
10/9/2018,1:12:57,22.894,N,85.34,W,5
10/9/2018,1:14:03,22.9,N,85.348,W,5
10/9/2018,1:16:03,22.91,N,85.362,W,5
10/9/2018,1:18:03,22.92,N,85.376,W,5
10/9/2018,1:20:04,22.93,N,85.39,W,5
10/9/2018,1:22:04,22.939,N,85.403,W,5
10/9/2018,1:24:04,22.949,N,85.417,W,5
10/9/2018,1:26:03,22.958,N,85.43,W,5
10/9/2018,1:28:03,22.967,N,85.442,W,5
10/9/2018,1:30:03,22.976,N,85.455,W,5
10/9/2018,1:32:03,22.985,N,85.467,W,5
10/9/2018,1:34:04,22.993,N,85.478,W,5
10/9/2018,1:36:04,23.001,N,85.489,W,5
10/9/2018,1:38:04,23.009,N,85.5,W,5
10/9/2018,1:40:04,23.017,N,85.511,W,5
10/9/2018,1:42:03,23.025,N,85.521,W,5
10/9/2018,1:44:03,23.032,N,85.53,W,5
10/9/2018,1:46:03,23.038,N,85.539,W,5
10/9/2018,1:48:03,23.045,N,85.548,W,5
10/9/2018,1:50:04,23.051,N,85.556,W,5
10/9/2018,1:52:04,23.057,N,85.563,W,5
10/9/2018,1:54:04,23.063,N,85.57,W,5
10/9/2018,1:56:03,23.068,N,85.576,W,5
10/9/2018,1:58:03,23.073,N,85.582,W,5
10/9/2018,2:00:03,23.077,N,85.587,W,5
10/9/2018,2:02:03,23.081,N,85.591,W,5
10/9/2018,2:04:04,23.085,N,85.595,W,5
10/9/2018,2:06:04,23.088,N,85.598,W,5
10/9/2018,2:08:04,23.091,N,85.601,W,5
10/9/2018,2:10:04,23.093,N,85.602,W,5
10/9/2018,2:12:03,23.095,N,85.603,W,5
10/9/2018,2:14:03,23.096,N,85.604,W,5
10/9/2018,2:16:03,23.098,N,85.604,W,5
10/9/2018,2:18:03,23.098,N,85.603,W,5
10/9/2018,2:20:04,23.099,N,85.601,W,5
10/9/2018,2:22:04,23.099,N,85.599,W,5
10/9/2018,2:24:04,23.099,N,85.597,W,5
10/9/2018,2:26:03,23.098,N,85.594,W,5
10/9/2018,2:28:03,23.098,N,85.591,W,5
10/9/2018,2:30:03,23.097,N,85.587,W,5
10/9/2018,2:32:03,23.096,N,85.583,W,5
10/9/2018,2:34:04,23.095,N,85.579,W,5
10/9/2018,2:36:04,23.094,N,85.574,W,5
10/9/2018,2:38:04,23.093,N,85.569,W,5
10/9/2018,2:40:04,23.091,N,85.564,W,5
10/9/2018,2:42:03,23.09,N,85.559,W,5
10/9/2018,2:44:03,23.088,N,85.554,W,5
10/9/2018,2:46:03,23.087,N,85.548,W,5
10/9/2018,2:48:03,23.085,N,85.543,W,5
10/9/2018,2:50:04,23.084,N,85.537,W,5
10/9/2018,2:52:04,23.083,N,85.532,W,5
10/9/2018,2:54:04,23.082,N,85.526,W,5
10/9/2018,2:56:03,23.08,N,85.52,W,5
10/9/2018,2:58:03,23.08,N,85.515,W,5
10/9/2018,3:00:03,23.079,N,85.51,W,5
10/9/2018,3:02:03,23.078,N,85.505,W,5
10/9/2018,3:03:29,23.078,N,85.501,W,5
10/9/2018,3:05:28,23.083,N,85.504,W,5
10/9/2018,3:07:28,23.088,N,85.507,W,5
10/9/2018,3:09:28,23.093,N,85.51,W,5
10/9/2018,3:11:28,23.098,N,85.513,W,5
10/9/2018,3:13:29,23.103,N,85.516,W,5
10/9/2018,3:15:29,23.109,N,85.519,W,5
10/9/2018,3:17:29,23.114,N,85.522,W,5
10/9/2018,3:19:29,23.12,N,85.525,W,5
10/9/2018,3:21:28,23.125,N,85.528,W,5
10/9/2018,3:23:28,23.131,N,85.531,W,5
10/9/2018,3:25:28,23.137,N,85.534,W,5
10/9/2018,3:27:29,23.143,N,85.538,W,5
10/9/2018,3:29:29,23.149,N,85.541,W,5
10/9/2018,3:31:29,23.155,N,85.544,W,5
10/9/2018,3:33:29,23.161,N,85.547,W,5
10/9/2018,3:35:28,23.168,N,85.55,W,5
10/9/2018,3:37:28,23.174,N,85.553,W,5
10/9/2018,3:39:28,23.181,N,85.557,W,5
10/9/2018,3:41:28,23.188,N,85.56,W,5
10/9/2018,3:43:29,23.195,N,85.563,W,5
10/9/2018,3:45:29,23.202,N,85.566,W,5
10/9/2018,3:47:29,23.209,N,85.569,W,5
10/9/2018,3:49:29,23.216,N,85.573,W,5
10/9/2018,3:51:28,23.223,N,85.576,W,5
10/9/2018,3:53:28,23.231,N,85.579,W,5
10/9/2018,3:55:28,23.238,N,85.583,W,5
10/9/2018,3:57:29,23.246,N,85.586,W,5
10/9/2018,3:59:29,23.254,N,85.589,W,5
10/9/2018,4:01:29,23.262,N,85.593,W,5
10/9/2018,4:03:29,23.27,N,85.596,W,5
10/9/2018,4:05:28,23.278,N,85.599,W,5
10/9/2018,4:07:28,23.286,N,85.603,W,5
10/9/2018,4:09:28,23.295,N,85.606,W,5
10/9/2018,4:11:28,23.303,N,85.61,W,5
10/9/2018,4:13:29,23.312,N,85.613,W,5
10/9/2018,4:15:29,23.321,N,85.616,W,5
10/9/2018,4:17:29,23.329,N,85.62,W,5
10/9/2018,4:19:29,23.338,N,85.623,W,5
10/9/2018,4:21:28,23.347,N,85.627,W,5
10/9/2018,4:23:28,23.356,N,85.63,W,5
10/9/2018,4:25:28,23.365,N,85.634,W,5
10/9/2018,4:27:29,23.374,N,85.637,W,5
10/9/2018,4:29:29,23.384,N,85.641,W,5
10/9/2018,4:31:29,23.393,N,85.644,W,5
10/9/2018,4:33:29,23.402,N,85.647,W,5
10/9/2018,4:34:55,23.409,N,85.65,W,5
10/9/2018,4:36:55,23.416,N,85.653,W,5
10/9/2018,4:38:55,23.423,N,85.656,W,5
10/9/2018,4:40:55,23.429,N,85.659,W,5
10/9/2018,4:42:56,23.436,N,85.662,W,5
10/9/2018,4:44:56,23.443,N,85.665,W,5
10/9/2018,4:46:56,23.45,N,85.668,W,5
10/9/2018,4:48:56,23.456,N,85.671,W,5
10/9/2018,4:50:55,23.463,N,85.674,W,5
10/9/2018,4:52:55,23.469,N,85.677,W,5
10/9/2018,4:54:55,23.476,N,85.68,W,5
10/9/2018,4:56:56,23.483,N,85.683,W,5
10/9/2018,4:58:56,23.489,N,85.686,W,5
10/9/2018,5:00:56,23.496,N,85.689,W,5
10/9/2018,5:02:56,23.502,N,85.692,W,5
10/9/2018,5:04:55,23.508,N,85.695,W,5
10/9/2018,5:06:55,23.515,N,85.698,W,5
10/9/2018,5:08:55,23.521,N,85.701,W,5
10/9/2018,5:10:55,23.527,N,85.704,W,5
10/9/2018,5:12:56,23.534,N,85.707,W,5
10/9/2018,5:14:56,23.54,N,85.709,W,5
10/9/2018,5:16:56,23.546,N,85.712,W,5
10/9/2018,5:18:56,23.552,N,85.715,W,5
10/9/2018,5:20:55,23.558,N,85.718,W,5
10/9/2018,5:22:55,23.564,N,85.721,W,5
10/9/2018,5:24:55,23.57,N,85.723,W,5
10/9/2018,5:26:56,23.576,N,85.726,W,5
10/9/2018,5:28:56,23.582,N,85.729,W,5
10/9/2018,5:30:56,23.588,N,85.732,W,5
10/9/2018,5:32:56,23.594,N,85.734,W,5
10/9/2018,5:34:55,23.6,N,85.737,W,5
10/9/2018,5:36:55,23.606,N,85.74,W,5
10/9/2018,5:38:55,23.611,N,85.742,W,5
10/9/2018,5:40:55,23.617,N,85.745,W,5
10/9/2018,5:42:56,23.623,N,85.747,W,5
10/9/2018,5:44:56,23.628,N,85.75,W,5
10/9/2018,5:46:56,23.634,N,85.753,W,5
10/9/2018,5:48:56,23.639,N,85.755,W,5
10/9/2018,5:50:55,23.645,N,85.758,W,5
10/9/2018,5:52:55,23.65,N,85.76,W,5
10/9/2018,5:54:55,23.656,N,85.763,W,5
10/9/2018,5:56:56,23.661,N,85.765,W,5
10/9/2018,5:58:56,23.667,N,85.768,W,5
10/9/2018,6:00:56,23.672,N,85.77,W,5
10/9/2018,6:02:56,23.677,N,85.773,W,5
10/9/2018,6:04:55,23.682,N,85.775,W,5
10/9/2018,6:06:55,23.688,N,85.777,W,5
10/9/2018,6:08:55,23.693,N,85.78,W,5
10/9/2018,6:10:55,23.698,N,85.782,W,5
10/9/2018,6:12:56,23.703,N,85.785,W,5
10/9/2018,6:14:56,23.708,N,85.787,W,5
10/9/2018,6:16:56,23.713,N,85.789,W,5
10/9/2018,6:18:56,23.718,N,85.792,W,5
10/9/2018,6:20:55,23.723,N,85.794,W,5
10/9/2018,6:22:55,23.728,N,85.796,W,5
10/9/2018,6:24:55,23.733,N,85.799,W,5
10/9/2018,6:26:56,23.738,N,85.801,W,5
10/9/2018,6:28:56,23.743,N,85.803,W,5
10/9/2018,6:30:56,23.748,N,85.805,W,5
10/9/2018,6:32:56,23.753,N,85.808,W,5
10/9/2018,6:34:55,23.758,N,85.81,W,5
10/9/2018,6:36:55,23.763,N,85.812,W,5
10/9/2018,6:38:55,23.768,N,85.814,W,5
10/9/2018,6:40:55,23.773,N,85.817,W,5
10/9/2018,6:42:56,23.778,N,85.819,W,5
10/9/2018,6:44:56,23.782,N,85.821,W,5
10/9/2018,6:46:56,23.787,N,85.823,W,5
10/9/2018,6:48:56,23.792,N,85.825,W,5
10/9/2018,6:50:55,23.797,N,85.828,W,5
10/9/2018,6:52:55,23.802,N,85.83,W,5
10/9/2018,6:54:55,23.806,N,85.832,W,5
10/9/2018,6:56:56,23.811,N,85.834,W,5
10/9/2018,6:58:56,23.816,N,85.836,W,5
10/9/2018,7:00:56,23.821,N,85.838,W,5
10/9/2018,7:02:56,23.825,N,85.84,W,5
10/9/2018,7:04:55,23.83,N,85.843,W,5
10/9/2018,7:06:55,23.835,N,85.845,W,5
10/9/2018,7:08:55,23.84,N,85.847,W,5
10/9/2018,7:10:55,23.844,N,85.849,W,5
10/9/2018,7:12:56,23.849,N,85.851,W,5
10/9/2018,7:14:56,23.854,N,85.853,W,5
10/9/2018,7:16:56,23.859,N,85.855,W,5
10/9/2018,7:18:56,23.863,N,85.857,W,5
10/9/2018,7:20:55,23.868,N,85.859,W,5
10/9/2018,7:22:55,23.873,N,85.862,W,5
10/9/2018,7:24:55,23.878,N,85.864,W,5
10/9/2018,7:26:56,23.882,N,85.866,W,5
10/9/2018,7:28:56,23.887,N,85.868,W,5
10/9/2018,7:30:56,23.892,N,85.87,W,5
10/9/2018,7:32:56,23.897,N,85.872,W,5
10/9/2018,7:34:55,23.901,N,85.874,W,5
10/9/2018,7:36:55,23.906,N,85.876,W,5
10/9/2018,7:38:55,23.911,N,85.878,W,5
10/9/2018,7:40:55,23.916,N,85.88,W,5
10/9/2018,7:42:56,23.921,N,85.882,W,5
10/9/2018,7:44:56,23.926,N,85.884,W,5
10/9/2018,7:46:56,23.931,N,85.886,W,5
10/9/2018,7:48:56,23.935,N,85.889,W,5
10/9/2018,7:50:55,23.94,N,85.891,W,5
10/9/2018,7:52:55,23.945,N,85.893,W,5
10/9/2018,7:54:55,23.95,N,85.895,W,5
10/9/2018,7:56:56,23.955,N,85.897,W,5
10/9/2018,7:58:56,23.96,N,85.899,W,5
10/9/2018,8:00:56,23.965,N,85.901,W,5
10/9/2018,8:02:56,23.97,N,85.903,W,5
10/9/2018,8:04:55,23.975,N,85.905,W,5
10/9/2018,8:06:55,23.98,N,85.907,W,5
10/9/2018,8:08:55,23.985,N,85.909,W,5
10/9/2018,8:10:55,23.991,N,85.911,W,5
10/9/2018,8:12:56,23.996,N,85.913,W,5
10/9/2018,8:14:56,24.001,N,85.916,W,5
10/9/2018,8:16:56,24.006,N,85.918,W,5
10/9/2018,8:18:56,24.011,N,85.92,W,5
10/9/2018,8:20:55,24.017,N,85.922,W,5
10/9/2018,8:22:55,24.022,N,85.924,W,5
10/9/2018,8:24:55,24.027,N,85.926,W,5
10/9/2018,8:26:56,24.033,N,85.928,W,5
10/9/2018,8:28:56,24.038,N,85.93,W,5
10/9/2018,8:30:56,24.043,N,85.932,W,5
10/9/2018,8:32:56,24.049,N,85.935,W,5
10/9/2018,8:34:55,24.054,N,85.937,W,5
10/9/2018,8:36:55,24.06,N,85.939,W,5
10/9/2018,8:38:55,24.065,N,85.941,W,5
10/9/2018,8:40:55,24.071,N,85.943,W,5
10/9/2018,8:42:56,24.076,N,85.945,W,5
10/9/2018,8:44:56,24.082,N,85.947,W,5
10/9/2018,8:46:56,24.087,N,85.949,W,5
10/9/2018,8:48:56,24.093,N,85.952,W,5
10/9/2018,8:50:55,24.098,N,85.954,W,5
10/9/2018,8:52:55,24.104,N,85.956,W,5
10/9/2018,8:54:55,24.109,N,85.958,W,5
10/9/2018,8:56:56,24.115,N,85.96,W,5
10/9/2018,8:58:56,24.121,N,85.962,W,5
10/9/2018,9:00:56,24.126,N,85.964,W,5
10/9/2018,9:02:56,24.132,N,85.967,W,5
10/9/2018,9:04:55,24.138,N,85.969,W,5
10/9/2018,9:06:55,24.143,N,85.971,W,5
10/9/2018,9:08:55,24.149,N,85.973,W,5
10/9/2018,9:10:55,24.155,N,85.975,W,5
10/9/2018,9:11:38,24.157,N,85.976,W,5
10/9/2018,9:13:38,24.165,N,85.978,W,5
10/9/2018,9:15:37,24.174,N,85.979,W,5
10/9/2018,9:17:37,24.182,N,85.981,W,5
10/9/2018,9:19:37,24.19,N,85.982,W,5
10/9/2018,9:21:37,24.198,N,85.984,W,5
10/9/2018,9:23:38,24.206,N,85.986,W,5
10/9/2018,9:25:38,24.213,N,85.987,W,5
10/9/2018,9:27:38,24.221,N,85.989,W,5
10/9/2018,9:29:37,24.228,N,85.991,W,5
10/9/2018,9:31:37,24.235,N,85.993,W,5
10/9/2018,9:33:37,24.243,N,85.995,W,5
10/9/2018,9:35:37,24.25,N,85.996,W,5
10/9/2018,9:37:38,24.257,N,85.998,W,5
10/9/2018,9:39:38,24.263,N,86,W,5
10/9/2018,9:41:38,24.27,N,86.002,W,5
10/9/2018,9:43:38,24.277,N,86.004,W,5
10/9/2018,9:45:37,24.283,N,86.006,W,5
10/9/2018,9:47:37,24.289,N,86.009,W,5
10/9/2018,9:49:37,24.295,N,86.011,W,5
10/9/2018,9:51:37,24.302,N,86.013,W,5
10/9/2018,9:53:38,24.308,N,86.015,W,5
10/9/2018,9:55:38,24.313,N,86.017,W,5
10/9/2018,9:57:38,24.319,N,86.019,W,5
10/9/2018,9:59:37,24.325,N,86.022,W,5
10/9/2018,10:01:37,24.331,N,86.024,W,5
10/9/2018,10:03:37,24.336,N,86.026,W,5
10/9/2018,10:05:37,24.341,N,86.029,W,5
10/9/2018,10:07:38,24.347,N,86.031,W,5
10/9/2018,10:09:38,24.352,N,86.034,W,5
10/9/2018,10:11:38,24.357,N,86.036,W,5
10/9/2018,10:13:38,24.362,N,86.038,W,5
10/9/2018,10:15:37,24.367,N,86.041,W,5
10/9/2018,10:17:37,24.372,N,86.043,W,5
10/9/2018,10:19:37,24.377,N,86.046,W,5
10/9/2018,10:21:37,24.382,N,86.048,W,5
10/9/2018,10:23:38,24.386,N,86.051,W,5
10/9/2018,10:25:38,24.391,N,86.054,W,5
10/9/2018,10:27:38,24.395,N,86.056,W,5
10/9/2018,10:29:37,24.4,N,86.059,W,5
10/9/2018,10:31:37,24.404,N,86.061,W,5
10/9/2018,10:33:37,24.408,N,86.064,W,5
10/9/2018,10:35:37,24.413,N,86.067,W,5
10/9/2018,10:37:38,24.417,N,86.07,W,5
10/9/2018,10:39:38,24.421,N,86.072,W,5
10/9/2018,10:40:10,24.422,N,86.073,W,5
10/9/2018,10:42:10,24.426,N,86.076,W,5
10/9/2018,10:44:09,24.43,N,86.079,W,5
10/9/2018,10:46:09,24.434,N,86.083,W,5
10/9/2018,10:48:09,24.438,N,86.086,W,5
10/9/2018,10:50:10,24.442,N,86.089,W,5
10/9/2018,10:52:10,24.446,N,86.092,W,5
10/9/2018,10:54:10,24.45,N,86.096,W,5
10/9/2018,10:56:10,24.453,N,86.099,W,5
10/9/2018,10:58:09,24.457,N,86.102,W,5
10/9/2018,11:00:09,24.46,N,86.106,W,5
10/9/2018,11:02:09,24.464,N,86.109,W,5
10/9/2018,11:04:09,24.467,N,86.112,W,5
10/9/2018,11:06:10,24.471,N,86.115,W,5
10/9/2018,11:08:10,24.474,N,86.119,W,5
10/9/2018,11:10:10,24.477,N,86.122,W,5
10/9/2018,11:12:10,24.481,N,86.125,W,5
10/9/2018,11:14:09,24.484,N,86.128,W,5
10/9/2018,11:16:09,24.487,N,86.131,W,5
10/9/2018,11:18:09,24.49,N,86.134,W,5
10/9/2018,11:20:10,24.494,N,86.137,W,5
10/9/2018,11:22:10,24.497,N,86.14,W,5
10/9/2018,11:24:10,24.5,N,86.142,W,5
10/9/2018,11:26:10,24.503,N,86.145,W,5
10/9/2018,11:28:09,24.506,N,86.148,W,5
10/9/2018,11:30:09,24.51,N,86.15,W,5
10/9/2018,11:32:09,24.513,N,86.152,W,5
10/9/2018,11:34:09,24.516,N,86.155,W,5
10/9/2018,11:36:10,24.519,N,86.157,W,5
10/9/2018,11:38:10,24.523,N,86.159,W,5
10/9/2018,11:40:10,24.526,N,86.161,W,5
10/9/2018,11:41:26,24.528,N,86.162,W,5
10/9/2018,11:43:25,24.532,N,86.163,W,5
10/9/2018,11:45:25,24.535,N,86.164,W,5
10/9/2018,11:47:25,24.539,N,86.165,W,5
10/9/2018,11:49:26,24.542,N,86.166,W,5
10/9/2018,11:51:26,24.546,N,86.166,W,5
10/9/2018,11:53:26,24.549,N,86.166,W,5
10/9/2018,11:55:26,24.553,N,86.166,W,5
10/9/2018,11:57:25,24.556,N,86.166,W,5
10/9/2018,11:59:25,24.56,N,86.166,W,5
10/9/2018,12:01:25,24.564,N,86.165,W,5
10/9/2018,12:03:25,24.567,N,86.165,W,5
10/9/2018,12:05:26,24.571,N,86.164,W,5
10/9/2018,12:07:26,24.575,N,86.163,W,5
10/9/2018,12:09:26,24.578,N,86.161,W,5
10/9/2018,12:11:26,24.582,N,86.16,W,5
10/9/2018,12:13:25,24.586,N,86.159,W,5
10/9/2018,12:15:25,24.59,N,86.157,W,5
10/9/2018,12:17:25,24.593,N,86.156,W,5
10/9/2018,12:19:26,24.597,N,86.154,W,5
10/9/2018,12:21:26,24.601,N,86.152,W,5
10/9/2018,12:23:26,24.605,N,86.151,W,5
10/9/2018,12:25:26,24.609,N,86.149,W,5
10/9/2018,12:27:25,24.613,N,86.147,W,5
10/9/2018,12:29:25,24.617,N,86.145,W,5
10/9/2018,12:31:25,24.621,N,86.143,W,5
10/9/2018,12:33:25,24.625,N,86.141,W,5
10/9/2018,12:35:26,24.63,N,86.139,W,5
10/9/2018,12:37:26,24.634,N,86.138,W,5
10/9/2018,12:39:26,24.638,N,86.136,W,5
10/9/2018,12:41:26,24.643,N,86.134,W,5
10/9/2018,12:43:25,24.647,N,86.132,W,5
10/9/2018,12:45:25,24.652,N,86.131,W,5
10/9/2018,12:47:25,24.656,N,86.129,W,5
10/9/2018,12:49:26,24.661,N,86.127,W,5
10/9/2018,12:51:26,24.666,N,86.126,W,5
10/9/2018,12:53:26,24.671,N,86.125,W,5
10/9/2018,12:55:26,24.676,N,86.123,W,5
10/9/2018,12:57:25,24.681,N,86.122,W,5
10/9/2018,12:59:25,24.686,N,86.122,W,5
10/9/2018,13:01:25,24.691,N,86.121,W,5
10/9/2018,13:03:25,24.696,N,86.12,W,5
10/9/2018,13:05:26,24.702,N,86.12,W,5
10/9/2018,13:07:26,24.707,N,86.12,W,5
10/9/2018,13:09:26,24.713,N,86.119,W,5
10/9/2018,13:11:26,24.718,N,86.12,W,5
10/9/2018,13:13:23,24.724,N,86.12,W,5
10/9/2018,13:15:24,24.73,N,86.121,W,5
10/9/2018,13:17:24,24.736,N,86.123,W,5
10/9/2018,13:19:24,24.742,N,86.124,W,5
10/9/2018,13:21:23,24.748,N,86.126,W,5
10/9/2018,13:23:23,24.755,N,86.128,W,5
10/9/2018,13:25:23,24.761,N,86.13,W,5
10/9/2018,13:27:23,24.767,N,86.132,W,5
10/9/2018,13:29:24,24.774,N,86.134,W,5
10/9/2018,13:31:24,24.781,N,86.137,W,5
10/9/2018,13:33:24,24.788,N,86.139,W,5
10/9/2018,13:35:24,24.794,N,86.142,W,5
10/9/2018,13:37:23,24.801,N,86.145,W,5
10/9/2018,13:39:23,24.808,N,86.148,W,5
10/9/2018,13:41:23,24.815,N,86.151,W,5
10/9/2018,13:43:23,24.823,N,86.154,W,5
10/9/2018,13:45:24,24.83,N,86.157,W,5
10/9/2018,13:47:24,24.837,N,86.16,W,5
10/9/2018,13:49:24,24.844,N,86.163,W,5
10/9/2018,13:51:23,24.852,N,86.167,W,5
10/9/2018,13:53:23,24.859,N,86.17,W,5
10/9/2018,13:55:23,24.866,N,86.173,W,5
10/9/2018,13:57:23,24.874,N,86.177,W,5
10/9/2018,13:59:24,24.881,N,86.181,W,5
10/9/2018,14:01:24,24.889,N,86.184,W,5
10/9/2018,14:03:24,24.896,N,86.188,W,5
10/9/2018,14:05:24,24.903,N,86.191,W,5
10/9/2018,14:07:23,24.911,N,86.195,W,5
10/9/2018,14:09:23,24.918,N,86.199,W,5
10/9/2018,14:11:23,24.926,N,86.203,W,5
10/9/2018,14:13:23,24.933,N,86.206,W,5
10/9/2018,14:15:24,24.941,N,86.21,W,5
10/9/2018,14:17:24,24.948,N,86.214,W,5
10/9/2018,14:19:24,24.955,N,86.217,W,5
10/9/2018,14:21:23,24.963,N,86.221,W,5
10/9/2018,14:23:23,24.97,N,86.225,W,5
10/9/2018,14:25:23,24.977,N,86.229,W,5
10/9/2018,14:26:13,24.98,N,86.23,W,5
10/9/2018,14:28:13,24.986,N,86.233,W,5
10/9/2018,14:30:13,24.993,N,86.235,W,5
10/9/2018,14:32:14,24.999,N,86.238,W,5
10/9/2018,14:34:14,25.005,N,86.24,W,5
10/9/2018,14:36:14,25.012,N,86.242,W,5
10/9/2018,14:38:14,25.018,N,86.245,W,5
10/9/2018,14:40:13,25.024,N,86.247,W,5
10/9/2018,14:42:13,25.03,N,86.249,W,5
10/9/2018,14:44:13,25.036,N,86.252,W,5
10/9/2018,14:46:14,25.042,N,86.254,W,5
10/9/2018,14:48:14,25.048,N,86.256,W,5
10/9/2018,14:50:14,25.053,N,86.258,W,5
