Track,for,Michael,2018,,,
10/10/2018,5:32:11,27.729,N,86.583,W,5
10/10/2018,5:34:11,27.728,N,86.586,W,5
10/10/2018,5:36:11,27.728,N,86.589,W,5
10/10/2018,5:38:11,27.727,N,86.591,W,5
10/10/2018,5:39:56,27.727,N,86.594,W,5
10/10/2018,5:41:56,27.733,N,86.593,W,5
10/10/2018,5:43:56,27.74,N,86.593,W,5
10/10/2018,5:45:56,27.746,N,86.592,W,5
10/10/2018,5:47:56,27.752,N,86.592,W,5
10/10/2018,5:49:55,27.759,N,86.591,W,5
10/10/2018,5:51:55,27.765,N,86.59,W,5
10/10/2018,5:53:55,27.771,N,86.59,W,5
10/10/2018,5:55:55,27.777,N,86.589,W,5
10/10/2018,5:57:55,27.784,N,86.588,W,5
10/10/2018,5:59:55,27.79,N,86.587,W,5
10/10/2018,6:01:55,27.796,N,86.586,W,5
10/10/2018,6:03:55,27.803,N,86.585,W,5
10/10/2018,6:05:56,27.809,N,86.584,W,5
10/10/2018,6:07:56,27.815,N,86.583,W,5
10/10/2018,6:09:56,27.822,N,86.582,W,5
10/10/2018,6:11:56,27.828,N,86.581,W,5
10/10/2018,6:13:56,27.834,N,86.58,W,5
10/10/2018,6:15:56,27.841,N,86.579,W,5
10/10/2018,6:17:56,27.847,N,86.578,W,5
10/10/2018,6:19:55,27.853,N,86.577,W,5
10/10/2018,6:21:55,27.86,N,86.576,W,5
10/10/2018,6:23:55,27.866,N,86.575,W,5
10/10/2018,6:25:55,27.872,N,86.574,W,5
10/10/2018,6:27:55,27.879,N,86.573,W,5
10/10/2018,6:29:55,27.885,N,86.571,W,5
10/10/2018,6:31:55,27.892,N,86.57,W,5
10/10/2018,6:33:55,27.898,N,86.569,W,5
10/10/2018,6:35:56,27.905,N,86.568,W,5
10/10/2018,6:37:56,27.911,N,86.567,W,5
10/10/2018,6:39:56,27.918,N,86.566,W,5
10/10/2018,6:41:56,27.924,N,86.564,W,5
10/10/2018,6:43:56,27.931,N,86.563,W,5
10/10/2018,6:45:56,27.937,N,86.562,W,5
10/10/2018,6:47:56,27.944,N,86.561,W,5
10/10/2018,6:49:55,27.95,N,86.56,W,5
10/10/2018,6:51:55,27.957,N,86.558,W,5
10/10/2018,6:53:55,27.964,N,86.557,W,5
10/10/2018,6:55:55,27.97,N,86.556,W,5
10/10/2018,6:57:55,27.977,N,86.555,W,5
10/10/2018,6:59:55,27.984,N,86.554,W,5
10/10/2018,7:01:55,27.991,N,86.553,W,5
10/10/2018,7:03:55,27.997,N,86.551,W,5
10/10/2018,7:05:56,28.004,N,86.55,W,5
10/10/2018,7:07:56,28.011,N,86.549,W,5
10/10/2018,7:09:56,28.018,N,86.548,W,5
10/10/2018,7:11:56,28.025,N,86.547,W,5
10/10/2018,7:13:56,28.032,N,86.546,W,5
10/10/2018,7:15:56,28.039,N,86.545,W,5
10/10/2018,7:17:56,28.046,N,86.544,W,5
10/10/2018,7:19:55,28.053,N,86.543,W,5
10/10/2018,7:21:55,28.06,N,86.542,W,5
10/10/2018,7:23:55,28.067,N,86.541,W,5
10/10/2018,7:25:35,28.073,N,86.54,W,5
10/10/2018,7:27:35,28.082,N,86.54,W,5
10/10/2018,7:29:35,28.091,N,86.54,W,5
10/10/2018,7:31:35,28.099,N,86.54,W,5
10/10/2018,7:33:35,28.108,N,86.54,W,5
10/10/2018,7:35:35,28.117,N,86.54,W,5
10/10/2018,7:37:34,28.126,N,86.54,W,5
10/10/2018,7:39:34,28.135,N,86.54,W,5
10/10/2018,7:41:34,28.144,N,86.541,W,5
10/10/2018,7:43:34,28.153,N,86.541,W,5
10/10/2018,7:45:34,28.162,N,86.541,W,5
10/10/2018,7:47:34,28.171,N,86.541,W,5
10/10/2018,7:49:34,28.18,N,86.541,W,5
10/10/2018,7:51:35,28.189,N,86.541,W,5
10/10/2018,7:53:35,28.197,N,86.541,W,5
10/10/2018,7:55:35,28.206,N,86.541,W,5
10/10/2018,7:57:35,28.215,N,86.541,W,5
10/10/2018,7:59:35,28.224,N,86.541,W,5
10/10/2018,8:01:35,28.233,N,86.541,W,5
10/10/2018,8:03:35,28.241,N,86.541,W,5
10/10/2018,8:05:35,28.25,N,86.541,W,5
10/10/2018,8:07:34,28.258,N,86.54,W,5
10/10/2018,8:09:34,28.267,N,86.54,W,5
10/10/2018,8:11:34,28.275,N,86.54,W,5
10/10/2018,8:13:34,28.283,N,86.54,W,5
10/10/2018,8:15:34,28.292,N,86.539,W,5
10/10/2018,8:17:34,28.3,N,86.539,W,5
10/10/2018,8:19:34,28.308,N,86.538,W,5
10/10/2018,8:21:35,28.316,N,86.538,W,5
10/10/2018,8:23:35,28.323,N,86.537,W,5
10/10/2018,8:25:35,28.331,N,86.537,W,5
10/10/2018,8:27:35,28.339,N,86.536,W,5
10/10/2018,8:29:35,28.346,N,86.535,W,5
10/10/2018,8:31:35,28.353,N,86.534,W,5
10/10/2018,8:33:35,28.361,N,86.533,W,5
10/10/2018,8:35:35,28.368,N,86.532,W,5
10/10/2018,8:37:34,28.375,N,86.531,W,5
10/10/2018,8:39:34,28.381,N,86.53,W,5
10/10/2018,8:41:34,28.388,N,86.529,W,5
10/10/2018,8:43:34,28.395,N,86.528,W,5
10/10/2018,8:45:34,28.401,N,86.526,W,5
10/10/2018,8:47:34,28.408,N,86.525,W,5
10/10/2018,8:49:34,28.414,N,86.524,W,5
10/10/2018,8:51:35,28.42,N,86.522,W,5
10/10/2018,8:53:35,28.426,N,86.521,W,5
10/10/2018,8:55:35,28.432,N,86.519,W,5
10/10/2018,8:57:35,28.438,N,86.518,W,5
10/10/2018,8:59:35,28.444,N,86.516,W,5
10/10/2018,9:01:35,28.45,N,86.514,W,5
10/10/2018,9:03:35,28.456,N,86.513,W,5
10/10/2018,9:04:19,28.458,N,86.512,W,5
10/10/2018,9:06:19,28.464,N,86.51,W,5
10/10/2018,9:08:18,28.469,N,86.509,W,5
10/10/2018,9:10:18,28.475,N,86.507,W,5
10/10/2018,9:12:18,28.48,N,86.505,W,5
10/10/2018,9:14:18,28.485,N,86.503,W,5
10/10/2018,9:16:18,28.491,N,86.502,W,5
10/10/2018,9:18:18,28.496,N,86.5,W,5
10/10/2018,9:20:18,28.501,N,86.498,W,5
10/10/2018,9:22:19,28.506,N,86.496,W,5
10/10/2018,9:24:19,28.512,N,86.494,W,5
10/10/2018,9:26:19,28.517,N,86.492,W,5
10/10/2018,9:28:19,28.522,N,86.49,W,5
10/10/2018,9:30:19,28.527,N,86.488,W,5
10/10/2018,9:32:19,28.532,N,86.486,W,5
10/10/2018,9:34:19,28.537,N,86.483,W,5
10/10/2018,9:36:19,28.542,N,86.481,W,5
10/10/2018,9:38:18,28.547,N,86.479,W,5
10/10/2018,9:40:18,28.552,N,86.477,W,5
10/10/2018,9:42:18,28.557,N,86.475,W,5
10/10/2018,9:44:18,28.562,N,86.472,W,5
10/10/2018,9:46:18,28.567,N,86.47,W,5
10/10/2018,9:48:18,28.572,N,86.468,W,5
10/10/2018,9:49:06,28.574,N,86.467,W,5
10/10/2018,9:51:06,28.579,N,86.465,W,5
10/10/2018,9:53:06,28.585,N,86.463,W,5
10/10/2018,9:55:06,28.59,N,86.46,W,5
10/10/2018,9:57:06,28.596,N,86.458,W,5
10/10/2018,9:59:06,28.601,N,86.456,W,5
10/10/2018,10:01:06,28.606,N,86.454,W,5
10/10/2018,10:03:05,28.612,N,86.451,W,5
10/10/2018,10:05:05,28.618,N,86.449,W,5
10/10/2018,10:07:05,28.623,N,86.446,W,5
10/10/2018,10:09:05,28.629,N,86.444,W,5
10/10/2018,10:11:05,28.634,N,86.442,W,5
10/10/2018,10:13:05,28.64,N,86.439,W,5
10/10/2018,10:15:05,28.646,N,86.437,W,5
10/10/2018,10:17:06,28.651,N,86.434,W,5
10/10/2018,10:19:06,28.657,N,86.431,W,5
10/10/2018,10:21:06,28.663,N,86.429,W,5
10/10/2018,10:23:06,28.669,N,86.426,W,5
10/10/2018,10:25:06,28.675,N,86.424,W,5
10/10/2018,10:27:06,28.68,N,86.421,W,5
10/10/2018,10:29:06,28.686,N,86.418,W,5
10/10/2018,10:31:06,28.692,N,86.416,W,5
10/10/2018,10:33:05,28.698,N,86.413,W,5
10/10/2018,10:35:05,28.704,N,86.41,W,5
10/10/2018,10:37:05,28.71,N,86.408,W,5
10/10/2018,10:39:05,28.716,N,86.405,W,5
10/10/2018,10:41:05,28.722,N,86.402,W,5
10/10/2018,10:43:05,28.728,N,86.4,W,5
10/10/2018,10:45:05,28.733,N,86.397,W,5
10/10/2018,10:47:06,28.739,N,86.394,W,5
10/10/2018,10:49:06,28.745,N,86.392,W,5
10/10/2018,10:51:06,28.751,N,86.389,W,5
10/10/2018,10:53:06,28.757,N,86.386,W,5
10/10/2018,10:55:06,28.763,N,86.384,W,5
10/10/2018,10:57:06,28.769,N,86.381,W,5
10/10/2018,10:59:06,28.775,N,86.379,W,5
10/10/2018,11:01:06,28.781,N,86.376,W,5
10/10/2018,11:03:05,28.787,N,86.373,W,5
10/10/2018,11:05:05,28.793,N,86.371,W,5
10/10/2018,11:07:05,28.798,N,86.368,W,5
10/10/2018,11:09:05,28.804,N,86.366,W,5
10/10/2018,11:11:05,28.81,N,86.364,W,5
10/10/2018,11:13:05,28.816,N,86.361,W,5
10/10/2018,11:15:05,28.822,N,86.359,W,5
10/10/2018,11:16:37,28.826,N,86.357,W,5
10/10/2018,11:18:37,28.811,N,86.348,W,5
10/10/2018,11:20:37,28.796,N,86.34,W,5
10/10/2018,11:22:37,28.783,N,86.331,W,5
10/10/2018,11:24:37,28.77,N,86.323,W,5
10/10/2018,11:26:37,28.758,N,86.316,W,5
10/10/2018,11:28:37,28.747,N,86.309,W,5
10/10/2018,11:30:38,28.738,N,86.302,W,5
10/10/2018,11:32:38,28.73,N,86.295,W,5
10/10/2018,11:34:38,28.723,N,86.29,W,5
10/10/2018,11:36:38,28.719,N,86.284,W,5
10/10/2018,11:38:38,28.716,N,86.28,W,5
10/10/2018,11:40:38,28.715,N,86.276,W,5
10/10/2018,11:42:38,28.716,N,86.273,W,5
10/10/2018,11:44:37,28.719,N,86.27,W,5
10/10/2018,11:46:37,28.723,N,86.268,W,5
10/10/2018,11:48:37,28.729,N,86.266,W,5
10/10/2018,11:50:37,28.736,N,86.265,W,5
10/10/2018,11:52:37,28.745,N,86.264,W,5
10/10/2018,11:54:37,28.755,N,86.263,W,5
10/10/2018,11:56:37,28.766,N,86.264,W,5
10/10/2018,11:58:37,28.778,N,86.264,W,5
10/10/2018,12:00:38,28.792,N,86.265,W,5
10/10/2018,12:02:38,28.807,N,86.266,W,5
10/10/2018,12:04:38,28.822,N,86.268,W,5
10/10/2018,12:06:38,28.839,N,86.269,W,5
10/10/2018,12:08:38,28.856,N,86.272,W,5
10/10/2018,12:10:38,28.874,N,86.274,W,5
10/10/2018,12:12:38,28.893,N,86.277,W,5
10/10/2018,12:14:37,28.913,N,86.279,W,5
10/10/2018,12:16:37,28.933,N,86.282,W,5
10/10/2018,12:18:37,28.953,N,86.285,W,5
10/10/2018,12:20:37,28.974,N,86.289,W,5
10/10/2018,12:22:37,28.996,N,86.292,W,5
10/10/2018,12:23:41,29.007,N,86.294,W,5
10/10/2018,12:25:42,29.029,N,86.298,W,5
10/10/2018,12:27:42,29.051,N,86.301,W,5
10/10/2018,12:29:42,29.073,N,86.305,W,5
10/10/2018,12:30:22,29.08,N,86.306,W,5
10/10/2018,12:32:22,29.099,N,86.308,W,5
10/10/2018,12:34:23,29.115,N,86.308,W,5
10/10/2018,12:36:23,29.128,N,86.306,W,5
10/10/2018,12:38:23,29.138,N,86.302,W,5
10/10/2018,12:40:23,29.144,N,86.295,W,5
10/10/2018,12:42:23,29.146,N,86.286,W,5
10/10/2018,12:44:23,29.144,N,86.274,W,5
10/10/2018,12:46:23,29.14,N,86.261,W,5
10/10/2018,12:48:22,29.134,N,86.247,W,5
10/10/2018,12:50:22,29.128,N,86.232,W,5
10/10/2018,12:51:14,29.125,N,86.226,W,5
10/10/2018,12:53:14,29.129,N,86.218,W,5
10/10/2018,12:55:14,29.134,N,86.21,W,5
10/10/2018,12:57:15,29.138,N,86.202,W,5
10/10/2018,12:59:15,29.143,N,86.193,W,5
10/10/2018,13:01:15,29.147,N,86.185,W,5
10/10/2018,13:03:15,29.152,N,86.177,W,5
10/10/2018,13:05:15,29.156,N,86.17,W,5
10/10/2018,13:07:15,29.16,N,86.162,W,5
10/10/2018,13:09:15,29.165,N,86.156,W,5
10/10/2018,13:11:15,29.169,N,86.149,W,5
10/10/2018,13:12:06,29.171,N,86.147,W,5
10/10/2018,13:14:06,29.175,N,86.143,W,5
10/10/2018,13:16:06,29.179,N,86.139,W,5
10/10/2018,13:18:06,29.183,N,86.137,W,5
10/10/2018,13:20:07,29.187,N,86.136,W,5
10/10/2018,13:22:07,29.191,N,86.135,W,5
10/10/2018,13:24:07,29.195,N,86.136,W,5
10/10/2018,13:26:07,29.199,N,86.137,W,5
10/10/2018,13:28:07,29.202,N,86.139,W,5
10/10/2018,13:30:07,29.206,N,86.141,W,5
10/10/2018,13:32:07,29.21,N,86.143,W,5
10/10/2018,13:34:07,29.214,N,86.146,W,5
10/10/2018,13:36:06,29.218,N,86.148,W,5
10/10/2018,13:38:06,29.222,N,86.151,W,5
10/10/2018,13:40:06,29.226,N,86.153,W,5
10/10/2018,13:42:06,29.23,N,86.155,W,5
10/10/2018,13:42:26,29.231,N,86.155,W,5
10/10/2018,13:44:27,29.235,N,86.154,W,5
10/10/2018,13:46:27,29.24,N,86.154,W,5
10/10/2018,13:48:27,29.245,N,86.153,W,5
10/10/2018,13:50:27,29.25,N,86.151,W,5
10/10/2018,13:52:27,29.254,N,86.15,W,5
10/10/2018,13:54:27,29.259,N,86.148,W,5
10/10/2018,13:56:27,29.265,N,86.146,W,5
10/10/2018,13:58:27,29.27,N,86.144,W,5
10/10/2018,14:00:26,29.275,N,86.142,W,5
10/10/2018,14:02:26,29.281,N,86.139,W,5
10/10/2018,14:04:26,29.286,N,86.136,W,5
10/10/2018,14:06:26,29.292,N,86.133,W,5
10/10/2018,14:08:26,29.297,N,86.129,W,5
10/10/2018,14:10:26,29.303,N,86.126,W,5
10/10/2018,14:11:56,29.307,N,86.123,W,5
10/10/2018,14:13:56,29.312,N,86.12,W,5
10/10/2018,14:15:56,29.317,N,86.116,W,5
10/10/2018,14:17:56,29.322,N,86.112,W,5
10/10/2018,14:19:56,29.327,N,86.108,W,5
10/10/2018,14:21:57,29.331,N,86.104,W,5
10/10/2018,14:23:57,29.336,N,86.099,W,5
10/10/2018,14:25:57,29.341,N,86.094,W,5
10/10/2018,14:27:57,29.346,N,86.089,W,5
10/10/2018,14:29:57,29.35,N,86.083,W,5
10/10/2018,14:31:57,29.355,N,86.077,W,5
10/10/2018,14:33:57,29.359,N,86.071,W,5
10/10/2018,14:35:57,29.364,N,86.064,W,5
10/10/2018,14:37:56,29.369,N,86.058,W,5
10/10/2018,14:39:56,29.373,N,86.051,W,5
10/10/2018,14:41:56,29.378,N,86.043,W,5
10/10/2018,14:43:56,29.382,N,86.036,W,5
10/10/2018,14:45:56,29.387,N,86.028,W,5
10/10/2018,14:47:56,29.391,N,86.021,W,5
10/10/2018,14:49:56,29.396,N,86.013,W,5
10/10/2018,14:51:57,29.401,N,86.005,W,5
10/10/2018,14:53:57,29.406,N,85.997,W,5
10/10/2018,14:55:57,29.411,N,85.989,W,5
10/10/2018,14:57:57,29.416,N,85.98,W,5
10/10/2018,14:59:57,29.421,N,85.972,W,5
10/10/2018,15:01:57,29.426,N,85.964,W,5
10/10/2018,15:03:57,29.431,N,85.956,W,5
10/10/2018,15:05:57,29.437,N,85.948,W,5
10/10/2018,15:07:56,29.443,N,85.94,W,5
10/10/2018,15:09:56,29.448,N,85.932,W,5
10/10/2018,15:11:27,29.453,N,85.926,W,5
10/10/2018,15:13:27,29.459,N,85.919,W,5
10/10/2018,15:15:26,29.466,N,85.912,W,5
10/10/2018,15:17:26,29.472,N,85.905,W,5
10/10/2018,15:19:26,29.479,N,85.898,W,5
10/10/2018,15:21:26,29.486,N,85.891,W,5
10/10/2018,15:23:26,29.493,N,85.884,W,5
10/10/2018,15:25:26,29.5,N,85.878,W,5
10/10/2018,15:27:26,29.507,N,85.871,W,5
10/10/2018,15:29:27,29.515,N,85.864,W,5
10/10/2018,15:31:27,29.522,N,85.857,W,5
10/10/2018,15:33:27,29.53,N,85.85,W,5
10/10/2018,15:35:27,29.537,N,85.844,W,5
10/10/2018,15:37:27,29.545,N,85.837,W,5
10/10/2018,15:39:27,29.553,N,85.83,W,5
10/10/2018,15:41:27,29.561,N,85.824,W,5
10/10/2018,15:43:27,29.569,N,85.817,W,5
10/10/2018,15:45:26,29.577,N,85.811,W,5
10/10/2018,15:47:26,29.586,N,85.805,W,5
10/10/2018,15:49:26,29.594,N,85.799,W,5
10/10/2018,15:51:26,29.603,N,85.792,W,5
10/10/2018,15:53:26,29.611,N,85.786,W,5
10/10/2018,15:55:26,29.62,N,85.781,W,5
10/10/2018,15:57:26,29.629,N,85.775,W,5
10/10/2018,15:58:51,29.635,N,85.771,W,5
10/10/2018,16:00:51,29.645,N,85.768,W,5
10/10/2018,16:02:51,29.656,N,85.765,W,5
10/10/2018,16:04:51,29.666,N,85.762,W,5
10/10/2018,16:06:51,29.677,N,85.76,W,5
10/10/2018,16:08:52,29.687,N,85.757,W,5
10/10/2018,16:10:52,29.698,N,85.754,W,5
10/10/2018,16:12:52,29.708,N,85.751,W,5
10/10/2018,16:14:52,29.718,N,85.748,W,5
10/10/2018,16:16:52,29.729,N,85.745,W,5
10/10/2018,16:18:52,29.739,N,85.742,W,5
10/10/2018,16:20:52,29.749,N,85.739,W,5
10/10/2018,16:22:52,29.759,N,85.736,W,5
10/10/2018,16:24:51,29.769,N,85.733,W,5
10/10/2018,16:26:51,29.78,N,85.73,W,5
10/10/2018,16:28:51,29.79,N,85.726,W,5
10/10/2018,16:30:51,29.8,N,85.723,W,5
10/10/2018,16:32:51,29.81,N,85.72,W,5
10/10/2018,16:34:51,29.82,N,85.717,W,5
10/10/2018,16:36:51,29.83,N,85.714,W,5
10/10/2018,16:38:52,29.84,N,85.71,W,5
10/10/2018,16:40:52,29.85,N,85.707,W,5
10/10/2018,16:42:52,29.859,N,85.704,W,5
10/10/2018,16:44:52,29.869,N,85.7,W,5
10/10/2018,16:46:52,29.879,N,85.697,W,5
10/10/2018,16:48:52,29.889,N,85.694,W,5
10/10/2018,16:50:52,29.898,N,85.69,W,5
10/10/2018,16:52:52,29.908,N,85.687,W,5
10/10/2018,16:54:51,29.918,N,85.683,W,5
10/10/2018,16:56:51,29.927,N,85.679,W,5
10/10/2018,16:58:51,29.937,N,85.676,W,5
10/10/2018,17:00:51,29.946,N,85.672,W,5
10/10/2018,17:02:51,29.956,N,85.669,W,5
10/10/2018,17:04:51,29.965,N,85.665,W,5
10/10/2018,17:06:51,29.974,N,85.661,W,5
10/10/2018,17:08:52,29.983,N,85.657,W,5
10/10/2018,17:10:52,29.993,N,85.653,W,5
10/10/2018,17:12:52,30.002,N,85.65,W,5
10/10/2018,17:14:52,30.011,N,85.646,W,5
10/10/2018,17:16:52,30.02,N,85.642,W,5
10/10/2018,17:18:52,30.029,N,85.638,W,5
10/10/2018,17:20:52,30.038,N,85.634,W,5
10/10/2018,17:22:52,30.047,N,85.63,W,5
10/10/2018,17:24:51,30.055,N,85.626,W,5
10/10/2018,17:26:51,30.064,N,85.621,W,5
10/10/2018,17:28:51,30.073,N,85.617,W,5
10/10/2018,17:30:51,30.081,N,85.613,W,5
10/10/2018,17:32:51,30.09,N,85.609,W,5
10/10/2018,17:34:51,30.099,N,85.604,W,5
10/10/2018,17:36:51,30.107,N,85.6,W,5
10/10/2018,17:38:52,30.115,N,85.595,W,5
10/10/2018,17:40:52,30.124,N,85.591,W,5
10/10/2018,17:42:52,30.132,N,85.586,W,5
10/10/2018,17:44:52,30.14,N,85.582,W,5
10/10/2018,17:46:52,30.148,N,85.577,W,5
10/10/2018,17:48:52,30.156,N,85.572,W,5
10/10/2018,17:50:52,30.164,N,85.568,W,5
10/10/2018,17:52:52,30.172,N,85.563,W,5
10/10/2018,17:54:51,30.18,N,85.558,W,5
10/10/2018,17:56:51,30.188,N,85.553,W,5
10/10/2018,17:58:51,30.196,N,85.548,W,5
10/10/2018,18:00:51,30.204,N,85.543,W,5
10/10/2018,18:02:51,30.211,N,85.538,W,5
10/10/2018,18:04:51,30.219,N,85.533,W,5
10/10/2018,18:06:51,30.226,N,85.528,W,5
10/10/2018,18:08:52,30.234,N,85.523,W,5
10/10/2018,18:10:52,30.241,N,85.518,W,5
10/10/2018,18:12:52,30.249,N,85.513,W,5
10/10/2018,18:14:52,30.256,N,85.508,W,5
10/10/2018,18:16:52,30.264,N,85.502,W,5
10/10/2018,18:18:52,30.271,N,85.497,W,5
10/10/2018,18:20:52,30.278,N,85.492,W,5
10/10/2018,18:22:52,30.285,N,85.487,W,5
10/10/2018,18:24:51,30.292,N,85.481,W,5
10/10/2018,18:26:51,30.3,N,85.476,W,5
10/10/2018,18:28:51,30.307,N,85.47,W,5
10/10/2018,18:30:51,30.314,N,85.465,W,5
10/10/2018,18:32:51,30.321,N,85.459,W,5
10/10/2018,18:34:51,30.328,N,85.454,W,5
10/10/2018,18:36:51,30.335,N,85.448,W,5
10/10/2018,18:38:52,30.341,N,85.443,W,5
10/10/2018,18:40:52,30.348,N,85.437,W,5
10/10/2018,18:42:52,30.355,N,85.431,W,5
10/10/2018,18:44:52,30.362,N,85.426,W,5
10/10/2018,18:46:52,30.369,N,85.42,W,5
10/10/2018,18:48:52,30.375,N,85.414,W,5
10/10/2018,18:50:52,30.382,N,85.408,W,5
10/10/2018,18:52:52,30.389,N,85.403,W,5
10/10/2018,18:54:51,30.395,N,85.397,W,5
10/10/2018,18:56:51,30.402,N,85.391,W,5
10/10/2018,18:58:51,30.408,N,85.385,W,5
10/10/2018,19:00:51,30.415,N,85.379,W,5
10/10/2018,19:02:51,30.421,N,85.374,W,5
10/10/2018,19:04:51,30.428,N,85.368,W,5
10/10/2018,19:06:51,30.434,N,85.362,W,5
10/10/2018,19:08:52,30.441,N,85.356,W,5
10/10/2018,19:10:52,30.447,N,85.35,W,5
10/10/2018,19:12:52,30.454,N,85.344,W,5
10/10/2018,19:14:52,30.46,N,85.338,W,5
10/10/2018,19:16:52,30.466,N,85.332,W,5
10/10/2018,19:18:52,30.473,N,85.326,W,5
10/10/2018,19:20:52,30.479,N,85.32,W,5
10/10/2018,19:22:52,30.485,N,85.314,W,5
10/10/2018,19:24:51,30.492,N,85.308,W,5
10/10/2018,19:26:51,30.498,N,85.302,W,5
10/10/2018,19:28:51,30.504,N,85.296,W,5
10/10/2018,19:30:51,30.51,N,85.289,W,5
10/10/2018,19:32:51,30.516,N,85.283,W,5
10/10/2018,19:34:51,30.523,N,85.277,W,5
10/10/2018,19:36:51,30.529,N,85.271,W,5
10/10/2018,19:38:52,30.535,N,85.265,W,5
10/10/2018,19:40:52,30.541,N,85.259,W,5
10/10/2018,19:42:52,30.547,N,85.253,W,5
10/10/2018,19:44:52,30.554,N,85.247,W,5
10/10/2018,19:46:52,30.56,N,85.24,W,5
10/10/2018,19:48:52,30.566,N,85.234,W,5
10/10/2018,19:50:52,30.572,N,85.228,W,5
10/10/2018,19:52:52,30.578,N,85.222,W,5
10/10/2018,19:54:51,30.584,N,85.216,W,5
10/10/2018,19:56:51,30.59,N,85.21,W,5
10/10/2018,19:58:51,30.597,N,85.203,W,5
