Track,for,Gaston,2004,,
8/29/2004,5:57:49,32.095,N,79.398,W
8/29/2004,5:59:48,32.1,N,79.4,W
8/29/2004,6:00:00,32.1,N,79.4,W
8/29/2004,6:01:59,32.104,N,79.401,W
8/29/2004,6:04:00,32.108,N,79.401,W
8/29/2004,6:06:00,32.112,N,79.402,W
8/29/2004,6:07:59,32.116,N,79.402,W
8/29/2004,6:09:59,32.119,N,79.403,W
8/29/2004,6:12:00,32.123,N,79.403,W
8/29/2004,6:14:00,32.127,N,79.404,W
8/29/2004,6:15:59,32.131,N,79.404,W
8/29/2004,6:17:59,32.135,N,79.405,W
8/29/2004,6:20:00,32.139,N,79.406,W
8/29/2004,6:22:00,32.143,N,79.406,W
8/29/2004,6:23:59,32.147,N,79.407,W
8/29/2004,6:25:59,32.151,N,79.407,W
8/29/2004,6:28:00,32.154,N,79.408,W
8/29/2004,6:30:00,32.158,N,79.408,W
8/29/2004,6:31:59,32.162,N,79.409,W
8/29/2004,6:34:00,32.166,N,79.409,W
8/29/2004,6:36:00,32.17,N,79.41,W
8/29/2004,6:37:59,32.174,N,79.411,W
8/29/2004,6:39:59,32.178,N,79.411,W
8/29/2004,6:42:00,32.182,N,79.412,W
8/29/2004,6:44:00,32.186,N,79.412,W
8/29/2004,6:45:59,32.189,N,79.413,W
8/29/2004,6:47:59,32.193,N,79.413,W
8/29/2004,6:50:00,32.197,N,79.414,W
8/29/2004,6:52:00,32.201,N,79.414,W
8/29/2004,6:53:59,32.205,N,79.415,W
8/29/2004,6:55:59,32.209,N,79.416,W
8/29/2004,6:58:00,32.213,N,79.416,W
8/29/2004,7:00:00,32.217,N,79.417,W
8/29/2004,7:01:59,32.221,N,79.417,W
8/29/2004,7:04:00,32.224,N,79.418,W
8/29/2004,7:06:00,32.228,N,79.418,W
8/29/2004,7:07:59,32.232,N,79.419,W
8/29/2004,7:09:59,32.236,N,79.419,W
8/29/2004,7:12:00,32.24,N,79.42,W
8/29/2004,7:14:00,32.244,N,79.421,W
8/29/2004,7:15:59,32.248,N,79.421,W
8/29/2004,7:17:59,32.252,N,79.422,W
8/29/2004,7:20:00,32.256,N,79.422,W
8/29/2004,7:22:00,32.259,N,79.423,W
8/29/2004,7:23:59,32.263,N,79.423,W
8/29/2004,7:25:59,32.267,N,79.424,W
8/29/2004,7:28:00,32.271,N,79.424,W
8/29/2004,7:30:00,32.275,N,79.425,W
8/29/2004,7:31:59,32.279,N,79.426,W
8/29/2004,7:34:00,32.283,N,79.426,W
8/29/2004,7:36:00,32.287,N,79.427,W
8/29/2004,7:37:59,32.291,N,79.427,W
8/29/2004,7:39:59,32.294,N,79.428,W
8/29/2004,7:42:00,32.298,N,79.428,W
8/29/2004,7:44:00,32.302,N,79.429,W
8/29/2004,7:45:59,32.306,N,79.429,W
8/29/2004,7:47:59,32.31,N,79.43,W
8/29/2004,7:50:00,32.314,N,79.431,W
8/29/2004,7:52:00,32.318,N,79.431,W
8/29/2004,7:53:59,32.322,N,79.432,W
8/29/2004,7:55:59,32.326,N,79.432,W
8/29/2004,7:58:00,32.329,N,79.433,W
8/29/2004,8:00:00,32.333,N,79.433,W
8/29/2004,8:01:59,32.337,N,79.434,W
8/29/2004,8:03:59,32.341,N,79.434,W
8/29/2004,8:05:59,32.345,N,79.435,W
8/29/2004,8:08:00,32.349,N,79.436,W
8/29/2004,8:10:00,32.353,N,79.436,W
8/29/2004,8:12:00,32.357,N,79.437,W
8/29/2004,8:14:00,32.361,N,79.437,W
8/29/2004,8:15:59,32.364,N,79.438,W
8/29/2004,8:17:59,32.368,N,79.438,W
8/29/2004,8:19:59,32.372,N,79.439,W
8/29/2004,8:21:59,32.376,N,79.439,W
8/29/2004,8:24:00,32.38,N,79.44,W
8/29/2004,8:26:00,32.384,N,79.441,W
8/29/2004,8:28:00,32.388,N,79.441,W
8/29/2004,8:30:00,32.392,N,79.442,W
8/29/2004,8:31:59,32.396,N,79.442,W
8/29/2004,8:33:59,32.399,N,79.443,W
8/29/2004,8:35:59,32.403,N,79.443,W
8/29/2004,8:38:00,32.407,N,79.444,W
8/29/2004,8:40:00,32.411,N,79.444,W
8/29/2004,8:42:00,32.415,N,79.445,W
8/29/2004,8:44:00,32.419,N,79.446,W
8/29/2004,8:45:59,32.423,N,79.446,W
8/29/2004,8:47:59,32.427,N,79.447,W
8/29/2004,8:49:59,32.431,N,79.447,W
8/29/2004,8:51:59,32.434,N,79.448,W
8/29/2004,8:54:00,32.438,N,79.448,W
8/29/2004,8:56:00,32.442,N,79.449,W
8/29/2004,8:58:00,32.446,N,79.449,W
8/29/2004,9:00:00,32.45,N,79.45,W
8/29/2004,9:01:59,32.454,N,79.451,W
8/29/2004,9:03:59,32.458,N,79.451,W
8/29/2004,9:05:59,32.462,N,79.452,W
8/29/2004,9:08:00,32.466,N,79.452,W
8/29/2004,9:10:00,32.469,N,79.453,W
8/29/2004,9:12:00,32.473,N,79.453,W
8/29/2004,9:14:00,32.477,N,79.454,W
8/29/2004,9:15:59,32.481,N,79.454,W
8/29/2004,9:17:59,32.485,N,79.455,W
8/29/2004,9:19:59,32.489,N,79.456,W
8/29/2004,9:21:59,32.493,N,79.456,W
8/29/2004,9:24:00,32.497,N,79.457,W
8/29/2004,9:26:00,32.501,N,79.457,W
8/29/2004,9:28:00,32.504,N,79.458,W
8/29/2004,9:30:00,32.508,N,79.458,W
8/29/2004,9:31:59,32.512,N,79.459,W
8/29/2004,9:33:59,32.516,N,79.459,W
8/29/2004,9:35:59,32.52,N,79.46,W
8/29/2004,9:38:00,32.524,N,79.461,W
8/29/2004,9:40:00,32.528,N,79.461,W
8/29/2004,9:42:00,32.532,N,79.462,W
8/29/2004,9:44:00,32.536,N,79.462,W
8/29/2004,9:45:59,32.539,N,79.463,W
8/29/2004,9:47:59,32.543,N,79.463,W
8/29/2004,9:49:59,32.547,N,79.464,W
8/29/2004,9:51:59,32.551,N,79.464,W
8/29/2004,9:54:00,32.555,N,79.465,W
8/29/2004,9:56:00,32.559,N,79.466,W
8/29/2004,9:58:00,32.563,N,79.466,W
8/29/2004,10:00:00,32.567,N,79.467,W
8/29/2004,10:01:59,32.571,N,79.467,W
8/29/2004,10:03:59,32.574,N,79.468,W
8/29/2004,10:05:59,32.578,N,79.468,W
8/29/2004,10:08:00,32.582,N,79.469,W
8/29/2004,10:10:00,32.586,N,79.469,W
8/29/2004,10:12:00,32.59,N,79.47,W
8/29/2004,10:14:00,32.594,N,79.471,W
8/29/2004,10:15:59,32.598,N,79.471,W
8/29/2004,10:17:59,32.602,N,79.472,W
8/29/2004,10:19:59,32.606,N,79.472,W
8/29/2004,10:21:59,32.609,N,79.473,W
8/29/2004,10:24:00,32.613,N,79.473,W
8/29/2004,10:26:00,32.617,N,79.474,W
8/29/2004,10:28:00,32.621,N,79.474,W
8/29/2004,10:30:00,32.625,N,79.475,W
8/29/2004,10:31:59,32.629,N,79.476,W
8/29/2004,10:33:59,32.633,N,79.476,W
8/29/2004,10:35:59,32.637,N,79.477,W
8/29/2004,10:38:00,32.641,N,79.477,W
8/29/2004,10:40:00,32.644,N,79.478,W
8/29/2004,10:42:00,32.648,N,79.478,W
8/29/2004,10:44:00,32.652,N,79.479,W
8/29/2004,10:45:59,32.656,N,79.479,W
8/29/2004,10:47:59,32.66,N,79.48,W
8/29/2004,10:49:59,32.664,N,79.481,W
8/29/2004,10:51:59,32.668,N,79.481,W
8/29/2004,10:54:00,32.672,N,79.482,W
8/29/2004,10:56:00,32.676,N,79.482,W
8/29/2004,10:58:00,32.679,N,79.483,W
8/29/2004,11:00:00,32.683,N,79.483,W
8/29/2004,11:01:59,32.687,N,79.484,W
8/29/2004,11:03:59,32.691,N,79.484,W
8/29/2004,11:05:59,32.695,N,79.485,W
8/29/2004,11:08:00,32.699,N,79.486,W
8/29/2004,11:10:00,32.703,N,79.486,W
8/29/2004,11:12:00,32.707,N,79.487,W
8/29/2004,11:14:00,32.711,N,79.487,W
8/29/2004,11:15:59,32.714,N,79.488,W
8/29/2004,11:17:59,32.718,N,79.488,W
8/29/2004,11:19:59,32.722,N,79.489,W
8/29/2004,11:21:59,32.726,N,79.489,W
8/29/2004,11:24:00,32.73,N,79.49,W
8/29/2004,11:26:00,32.734,N,79.491,W
8/29/2004,11:28:00,32.738,N,79.491,W
8/29/2004,11:30:00,32.742,N,79.492,W
8/29/2004,11:31:59,32.746,N,79.492,W
8/29/2004,11:33:59,32.749,N,79.493,W
8/29/2004,11:35:59,32.753,N,79.493,W
8/29/2004,11:38:00,32.757,N,79.494,W
8/29/2004,11:40:00,32.761,N,79.494,W
8/29/2004,11:42:00,32.765,N,79.495,W
8/29/2004,11:44:00,32.769,N,79.496,W
8/29/2004,11:45:59,32.773,N,79.496,W
8/29/2004,11:47:59,32.777,N,79.497,W
8/29/2004,11:49:59,32.781,N,79.497,W
8/29/2004,11:51:59,32.784,N,79.498,W
8/29/2004,11:54:00,32.788,N,79.498,W
8/29/2004,11:56:00,32.792,N,79.499,W
8/29/2004,11:58:00,32.796,N,79.499,W
8/29/2004,12:00:00,32.8,N,79.5,W
8/29/2004,12:01:59,32.804,N,79.501,W
8/29/2004,12:03:59,32.808,N,79.501,W
8/29/2004,12:05:59,32.812,N,79.502,W
8/29/2004,12:08:00,32.816,N,79.502,W
8/29/2004,12:10:00,32.819,N,79.503,W
8/29/2004,12:12:00,32.823,N,79.503,W
8/29/2004,12:14:00,32.827,N,79.504,W
8/29/2004,12:15:59,32.831,N,79.504,W
8/29/2004,12:17:59,32.835,N,79.505,W
8/29/2004,12:19:59,32.839,N,79.506,W
8/29/2004,12:21:59,32.843,N,79.506,W
8/29/2004,12:24:00,32.847,N,79.507,W
8/29/2004,12:26:00,32.851,N,79.507,W
8/29/2004,12:28:00,32.854,N,79.508,W
8/29/2004,12:30:00,32.858,N,79.508,W
8/29/2004,12:31:59,32.862,N,79.509,W
8/29/2004,12:33:59,32.866,N,79.509,W
8/29/2004,12:35:59,32.87,N,79.51,W
8/29/2004,12:38:00,32.874,N,79.511,W
8/29/2004,12:40:00,32.878,N,79.511,W
8/29/2004,12:42:00,32.882,N,79.512,W
8/29/2004,12:44:00,32.886,N,79.512,W
8/29/2004,12:45:59,32.889,N,79.513,W
8/29/2004,12:47:59,32.893,N,79.513,W
8/29/2004,12:49:59,32.897,N,79.514,W
8/29/2004,12:51:59,32.901,N,79.514,W
8/29/2004,12:54:00,32.905,N,79.515,W
8/29/2004,12:56:00,32.909,N,79.516,W
8/29/2004,12:58:00,32.913,N,79.516,W
8/29/2004,13:00:00,32.917,N,79.517,W
8/29/2004,13:01:59,32.921,N,79.517,W
8/29/2004,13:03:59,32.924,N,79.518,W
8/29/2004,13:05:59,32.928,N,79.518,W
8/29/2004,13:08:00,32.932,N,79.519,W
8/29/2004,13:10:00,32.936,N,79.519,W
8/29/2004,13:12:00,32.94,N,79.52,W
8/29/2004,13:14:00,32.944,N,79.521,W
8/29/2004,13:15:59,32.948,N,79.521,W
8/29/2004,13:17:59,32.952,N,79.522,W
8/29/2004,13:19:59,32.956,N,79.522,W
8/29/2004,13:21:59,32.959,N,79.523,W
8/29/2004,13:24:00,32.963,N,79.523,W
8/29/2004,13:26:00,32.967,N,79.524,W
8/29/2004,13:28:00,32.971,N,79.524,W
8/29/2004,13:30:00,32.975,N,79.525,W
8/29/2004,13:31:59,32.979,N,79.526,W
8/29/2004,13:33:59,32.983,N,79.526,W
8/29/2004,13:35:59,32.987,N,79.527,W
8/29/2004,13:38:00,32.991,N,79.527,W
8/29/2004,13:40:00,32.994,N,79.528,W
8/29/2004,13:42:00,32.998,N,79.528,W
8/29/2004,13:44:00,33.002,N,79.529,W
8/29/2004,13:45:59,33.006,N,79.529,W
8/29/2004,13:47:59,33.01,N,79.53,W
8/29/2004,13:49:59,33.014,N,79.531,W
8/29/2004,13:51:59,33.018,N,79.531,W
8/29/2004,13:54:00,33.022,N,79.532,W
8/29/2004,13:56:00,33.026,N,79.532,W
8/29/2004,13:58:00,33.029,N,79.533,W
8/29/2004,14:00:00,33.033,N,79.533,W
8/29/2004,14:01:59,33.037,N,79.534,W
8/29/2004,14:03:59,33.041,N,79.534,W
8/29/2004,14:05:59,33.045,N,79.535,W
8/29/2004,14:08:00,33.049,N,79.536,W
8/29/2004,14:10:00,33.053,N,79.536,W
8/29/2004,14:12:00,33.057,N,79.537,W
8/29/2004,14:14:00,33.061,N,79.537,W
8/29/2004,14:15:59,33.064,N,79.538,W
8/29/2004,14:17:59,33.068,N,79.538,W
8/29/2004,14:19:59,33.072,N,79.539,W
8/29/2004,14:21:59,33.076,N,79.539,W
8/29/2004,14:24:00,33.08,N,79.54,W
8/29/2004,14:26:00,33.084,N,79.541,W
8/29/2004,14:28:00,33.088,N,79.541,W
8/29/2004,14:30:00,33.092,N,79.542,W
8/29/2004,14:31:59,33.096,N,79.542,W
8/29/2004,14:33:59,33.099,N,79.543,W
8/29/2004,14:35:59,33.103,N,79.543,W
8/29/2004,14:38:00,33.107,N,79.544,W
8/29/2004,14:40:00,33.111,N,79.544,W
8/29/2004,14:42:00,33.115,N,79.545,W
8/29/2004,14:44:00,33.119,N,79.546,W
8/29/2004,14:45:59,33.123,N,79.546,W
8/29/2004,14:47:59,33.127,N,79.547,W
8/29/2004,14:49:59,33.131,N,79.547,W
8/29/2004,14:51:59,33.134,N,79.548,W
8/29/2004,14:54:00,33.138,N,79.548,W
8/29/2004,14:56:00,33.142,N,79.549,W
8/29/2004,14:58:00,33.146,N,79.549,W
8/29/2004,15:00:00,33.15,N,79.55,W
8/29/2004,15:01:59,33.154,N,79.551,W
8/29/2004,15:03:59,33.158,N,79.551,W
8/29/2004,15:05:59,33.162,N,79.552,W
8/29/2004,15:08:00,33.166,N,79.552,W
8/29/2004,15:10:00,33.169,N,79.553,W
8/29/2004,15:12:00,33.173,N,79.553,W
8/29/2004,15:14:00,33.177,N,79.554,W
8/29/2004,15:15:59,33.181,N,79.554,W
8/29/2004,15:17:59,33.185,N,79.555,W
8/29/2004,15:19:59,33.189,N,79.556,W
8/29/2004,15:21:59,33.193,N,79.556,W
8/29/2004,15:24:00,33.197,N,79.557,W
8/29/2004,15:26:00,33.201,N,79.557,W
8/29/2004,15:28:00,33.204,N,79.558,W
8/29/2004,15:30:00,33.208,N,79.558,W
8/29/2004,15:31:59,33.212,N,79.559,W
8/29/2004,15:33:59,33.216,N,79.559,W
8/29/2004,15:35:59,33.22,N,79.56,W
8/29/2004,15:38:00,33.224,N,79.561,W
8/29/2004,15:40:00,33.228,N,79.561,W
8/29/2004,15:42:00,33.232,N,79.562,W
8/29/2004,15:44:00,33.236,N,79.562,W
8/29/2004,15:45:59,33.239,N,79.563,W
8/29/2004,15:47:59,33.243,N,79.563,W
8/29/2004,15:49:59,33.247,N,79.564,W
8/29/2004,15:51:59,33.251,N,79.564,W
8/29/2004,15:54:00,33.255,N,79.565,W
8/29/2004,15:56:00,33.259,N,79.566,W
8/29/2004,15:58:00,33.263,N,79.566,W
8/29/2004,16:00:00,33.267,N,79.567,W
8/29/2004,16:01:59,33.271,N,79.567,W
8/29/2004,16:03:59,33.274,N,79.568,W
8/29/2004,16:05:59,33.278,N,79.568,W
8/29/2004,16:08:00,33.282,N,79.569,W
8/29/2004,16:10:00,33.286,N,79.569,W
8/29/2004,16:12:00,33.29,N,79.57,W
8/29/2004,16:14:00,33.294,N,79.571,W
8/29/2004,16:15:59,33.298,N,79.571,W
8/29/2004,16:17:59,33.302,N,79.572,W
8/29/2004,16:19:59,33.306,N,79.572,W
8/29/2004,16:21:59,33.309,N,79.573,W
8/29/2004,16:24:00,33.313,N,79.573,W
8/29/2004,16:26:00,33.317,N,79.574,W
8/29/2004,16:28:00,33.321,N,79.574,W
8/29/2004,16:30:00,33.325,N,79.575,W
8/29/2004,16:31:59,33.329,N,79.576,W
8/29/2004,16:33:59,33.333,N,79.576,W
8/29/2004,16:35:59,33.337,N,79.577,W
8/29/2004,16:38:00,33.341,N,79.577,W
8/29/2004,16:40:00,33.344,N,79.578,W
8/29/2004,16:42:00,33.348,N,79.578,W
8/29/2004,16:44:00,33.352,N,79.579,W
8/29/2004,16:45:59,33.356,N,79.579,W
8/29/2004,16:47:59,33.36,N,79.58,W
8/29/2004,16:49:59,33.364,N,79.581,W
8/29/2004,16:51:59,33.368,N,79.581,W
8/29/2004,16:54:00,33.372,N,79.582,W
8/29/2004,16:56:00,33.376,N,79.582,W
8/29/2004,16:58:00,33.379,N,79.583,W
8/29/2004,17:00:00,33.383,N,79.583,W
8/29/2004,17:01:59,33.387,N,79.584,W
8/29/2004,17:03:59,33.391,N,79.584,W
8/29/2004,17:05:59,33.395,N,79.585,W
8/29/2004,17:08:00,33.399,N,79.586,W
8/29/2004,17:10:00,33.403,N,79.586,W
8/29/2004,17:12:00,33.407,N,79.587,W
8/29/2004,17:14:00,33.411,N,79.587,W
8/29/2004,17:15:59,33.414,N,79.588,W
8/29/2004,17:17:59,33.418,N,79.588,W
8/29/2004,17:19:59,33.422,N,79.589,W
8/29/2004,17:21:59,33.426,N,79.589,W
8/29/2004,17:24:00,33.43,N,79.59,W
8/29/2004,17:26:00,33.434,N,79.591,W
8/29/2004,17:28:00,33.438,N,79.591,W
8/29/2004,17:30:00,33.442,N,79.592,W
8/29/2004,17:31:59,33.446,N,79.592,W
8/29/2004,17:33:59,33.449,N,79.593,W
8/29/2004,17:35:59,33.453,N,79.593,W
8/29/2004,17:38:00,33.457,N,79.594,W
8/29/2004,17:40:00,33.461,N,79.594,W
8/29/2004,17:42:00,33.465,N,79.595,W
8/29/2004,17:44:00,33.469,N,79.596,W
8/29/2004,17:45:59,33.473,N,79.596,W
8/29/2004,17:47:59,33.477,N,79.597,W
8/29/2004,17:49:59,33.481,N,79.597,W
8/29/2004,17:51:59,33.484,N,79.598,W
8/29/2004,17:54:00,33.488,N,79.598,W
8/29/2004,17:56:00,33.492,N,79.599,W
8/29/2004,17:58:00,33.496,N,79.599,W
8/29/2004,18:00:00,33.5,N,79.6,W
