Track,for,Cristobal,2002,,,
8/8/2002,3:12:03,29.39,N,75.705,W,0
8/8/2002,3:14:03,29.389,N,75.703,W,0
8/8/2002,3:16:03,29.389,N,75.7,W,0
8/8/2002,3:18:03,29.389,N,75.697,W,0
8/8/2002,3:20:04,29.389,N,75.695,W,0
8/8/2002,3:22:04,29.389,N,75.692,W,0
8/8/2002,3:24:04,29.389,N,75.689,W,0
8/8/2002,3:26:03,29.388,N,75.686,W,0
8/8/2002,3:28:03,29.388,N,75.683,W,0
8/8/2002,3:30:03,29.388,N,75.68,W,0
8/8/2002,3:32:03,29.388,N,75.677,W,0
8/8/2002,3:34:04,29.388,N,75.674,W,0
8/8/2002,3:36:04,29.388,N,75.671,W,0
8/8/2002,3:38:04,29.388,N,75.668,W,0
8/8/2002,3:40:04,29.388,N,75.665,W,0
8/8/2002,3:42:03,29.388,N,75.662,W,0
8/8/2002,3:44:03,29.388,N,75.659,W,0
8/8/2002,3:46:03,29.388,N,75.656,W,0
8/8/2002,3:48:03,29.388,N,75.653,W,0
8/8/2002,3:50:04,29.388,N,75.65,W,0
8/8/2002,3:52:04,29.388,N,75.647,W,0
8/8/2002,3:54:04,29.388,N,75.643,W,0
8/8/2002,3:56:03,29.388,N,75.64,W,0
8/8/2002,3:58:03,29.388,N,75.637,W,0
8/8/2002,4:00:03,29.388,N,75.634,W,0
8/8/2002,4:02:03,29.388,N,75.63,W,0
8/8/2002,4:04:04,29.388,N,75.627,W,0
8/8/2002,4:06:04,29.388,N,75.624,W,0
8/8/2002,4:08:04,29.388,N,75.62,W,0
8/8/2002,4:10:04,29.388,N,75.617,W,0
8/8/2002,4:12:03,29.388,N,75.613,W,0
8/8/2002,4:14:03,29.388,N,75.61,W,0
8/8/2002,4:16:03,29.389,N,75.607,W,0
8/8/2002,4:18:03,29.389,N,75.603,W,0
8/8/2002,4:20:04,29.389,N,75.599,W,0
8/8/2002,4:22:04,29.389,N,75.596,W,0
8/8/2002,4:24:04,29.389,N,75.592,W,0
8/8/2002,4:26:03,29.39,N,75.589,W,0
8/8/2002,4:28:03,29.39,N,75.585,W,0
8/8/2002,4:30:03,29.39,N,75.581,W,0
8/8/2002,4:32:03,29.39,N,75.578,W,0
8/8/2002,4:34:04,29.391,N,75.574,W,0
8/8/2002,4:36:04,29.391,N,75.57,W,0
8/8/2002,4:38:04,29.391,N,75.566,W,0
8/8/2002,4:40:04,29.392,N,75.563,W,0
8/8/2002,4:42:03,29.392,N,75.559,W,0
8/8/2002,4:44:03,29.392,N,75.555,W,0
8/8/2002,4:46:03,29.393,N,75.551,W,0
8/8/2002,4:48:03,29.393,N,75.547,W,0
8/8/2002,4:50:04,29.393,N,75.543,W,0
8/8/2002,4:52:04,29.394,N,75.539,W,0
8/8/2002,4:54:04,29.394,N,75.535,W,0
8/8/2002,4:56:03,29.395,N,75.531,W,0
8/8/2002,4:58:03,29.395,N,75.527,W,0
8/8/2002,5:00:03,29.395,N,75.523,W,0
8/8/2002,5:02:03,29.396,N,75.519,W,0
8/8/2002,5:04:04,29.396,N,75.515,W,0
8/8/2002,5:06:04,29.397,N,75.511,W,0
8/8/2002,5:08:04,29.397,N,75.506,W,0
8/8/2002,5:10:04,29.398,N,75.502,W,0
8/8/2002,5:12:03,29.398,N,75.498,W,0
8/8/2002,5:14:03,29.399,N,75.494,W,0
8/8/2002,5:16:03,29.4,N,75.489,W,0
8/8/2002,5:18:03,29.4,N,75.485,W,0
8/8/2002,5:20:04,29.401,N,75.481,W,0
8/8/2002,5:22:04,29.401,N,75.476,W,0
8/8/2002,5:24:04,29.402,N,75.472,W,0
8/8/2002,5:26:03,29.403,N,75.467,W,0
8/8/2002,5:28:03,29.403,N,75.463,W,0
8/8/2002,5:30:03,29.404,N,75.459,W,0
8/8/2002,5:32:03,29.405,N,75.454,W,0
8/8/2002,5:34:04,29.405,N,75.449,W,0
8/8/2002,5:36:04,29.406,N,75.445,W,0
8/8/2002,5:38:04,29.407,N,75.44,W,0
8/8/2002,5:40:04,29.408,N,75.436,W,0
8/8/2002,5:42:03,29.408,N,75.431,W,0
8/8/2002,5:44:03,29.409,N,75.426,W,0
8/8/2002,5:46:03,29.41,N,75.422,W,0
8/8/2002,5:48:03,29.411,N,75.417,W,0
8/8/2002,5:50:04,29.412,N,75.412,W,0
8/8/2002,5:52:04,29.412,N,75.407,W,0
8/8/2002,5:54:04,29.413,N,75.402,W,0
8/8/2002,5:56:03,29.414,N,75.397,W,0
8/8/2002,5:58:03,29.415,N,75.393,W,0
8/8/2002,6:00:03,29.416,N,75.388,W,0
8/8/2002,6:02:03,29.417,N,75.383,W,0
8/8/2002,6:04:04,29.418,N,75.378,W,0
8/8/2002,6:06:04,29.419,N,75.373,W,0
8/8/2002,6:08:04,29.42,N,75.368,W,0
8/8/2002,6:10:04,29.421,N,75.363,W,0
8/8/2002,6:12:03,29.422,N,75.357,W,0
8/8/2002,6:14:03,29.423,N,75.352,W,0
8/8/2002,6:16:03,29.424,N,75.347,W,0
8/8/2002,6:18:03,29.425,N,75.342,W,0
8/8/2002,6:20:04,29.426,N,75.337,W,0
8/8/2002,6:22:04,29.427,N,75.331,W,0
8/8/2002,6:24:04,29.428,N,75.326,W,0
8/8/2002,6:26:03,29.429,N,75.321,W,0
8/8/2002,6:28:03,29.431,N,75.316,W,0
8/8/2002,6:30:03,29.432,N,75.31,W,0
8/8/2002,6:32:03,29.433,N,75.305,W,0
8/8/2002,6:34:04,29.434,N,75.299,W,0
8/8/2002,6:36:04,29.435,N,75.294,W,0
8/8/2002,6:38:04,29.437,N,75.288,W,0
8/8/2002,6:40:04,29.438,N,75.283,W,0
8/8/2002,6:42:03,29.439,N,75.277,W,0
8/8/2002,6:44:03,29.441,N,75.272,W,0
8/8/2002,6:46:03,29.442,N,75.266,W,0
8/8/2002,6:48:03,29.443,N,75.26,W,0
8/8/2002,6:50:04,29.445,N,75.255,W,0
8/8/2002,6:52:04,29.446,N,75.249,W,0
8/8/2002,6:54:04,29.447,N,75.243,W,0
8/8/2002,6:56:03,29.449,N,75.238,W,0
8/8/2002,6:58:03,29.45,N,75.232,W,0
8/8/2002,7:00:03,29.452,N,75.226,W,0
8/8/2002,7:02:03,29.453,N,75.22,W,0
8/8/2002,7:04:04,29.455,N,75.214,W,0
8/8/2002,7:06:04,29.456,N,75.208,W,0
8/8/2002,7:08:04,29.458,N,75.202,W,0
8/8/2002,7:10:04,29.459,N,75.196,W,0
8/8/2002,7:12:03,29.461,N,75.19,W,0
8/8/2002,7:14:03,29.462,N,75.184,W,0
8/8/2002,7:16:03,29.464,N,75.178,W,0
8/8/2002,7:18:03,29.465,N,75.172,W,0
8/8/2002,7:20:04,29.467,N,75.166,W,0
8/8/2002,7:22:04,29.469,N,75.16,W,0
8/8/2002,7:24:04,29.47,N,75.154,W,0
8/8/2002,7:26:03,29.472,N,75.147,W,0
8/8/2002,7:28:03,29.474,N,75.141,W,0
8/8/2002,7:30:03,29.476,N,75.135,W,0
8/8/2002,7:32:03,29.477,N,75.129,W,0
8/8/2002,7:34:04,29.479,N,75.122,W,0
8/8/2002,7:36:04,29.481,N,75.116,W,0
8/8/2002,7:38:04,29.483,N,75.109,W,0
8/8/2002,7:40:04,29.485,N,75.103,W,0
8/8/2002,7:42:03,29.486,N,75.096,W,0
8/8/2002,7:44:03,29.488,N,75.09,W,0
8/8/2002,7:46:03,29.49,N,75.083,W,0
8/8/2002,7:48:03,29.492,N,75.077,W,0
8/8/2002,7:50:04,29.494,N,75.07,W,0
8/8/2002,7:52:04,29.496,N,75.064,W,0
8/8/2002,7:54:04,29.498,N,75.057,W,0
8/8/2002,7:56:03,29.5,N,75.05,W,0
8/8/2002,7:58:03,29.502,N,75.043,W,0
8/8/2002,8:00:03,29.504,N,75.037,W,0
8/8/2002,8:02:03,29.506,N,75.03,W,0
8/8/2002,8:04:04,29.508,N,75.023,W,0
8/8/2002,8:06:04,29.51,N,75.016,W,0
8/8/2002,8:08:04,29.512,N,75.009,W,0
8/8/2002,8:10:04,29.515,N,75.002,W,0
8/8/2002,8:12:03,29.517,N,74.995,W,0
8/8/2002,8:14:03,29.519,N,74.988,W,0
8/8/2002,8:16:03,29.521,N,74.981,W,0
8/8/2002,8:18:03,29.523,N,74.974,W,0
8/8/2002,8:20:04,29.526,N,74.967,W,0
8/8/2002,8:22:04,29.528,N,74.96,W,0
8/8/2002,8:24:04,29.53,N,74.953,W,0
8/8/2002,8:26:03,29.533,N,74.946,W,0
8/8/2002,8:28:03,29.535,N,74.938,W,0
8/8/2002,8:30:03,29.537,N,74.931,W,0
8/8/2002,8:32:03,29.54,N,74.924,W,0
8/8/2002,8:34:04,29.542,N,74.916,W,0
8/8/2002,8:36:04,29.545,N,74.909,W,0
8/8/2002,8:38:04,29.547,N,74.902,W,0
8/8/2002,8:40:04,29.55,N,74.894,W,0
8/8/2002,8:42:03,29.552,N,74.887,W,0
8/8/2002,8:44:03,29.555,N,74.879,W,0
8/8/2002,8:46:03,29.557,N,74.872,W,0
8/8/2002,8:48:03,29.56,N,74.864,W,0
8/8/2002,8:50:04,29.562,N,74.857,W,0
8/8/2002,8:52:04,29.565,N,74.849,W,0
8/8/2002,8:54:04,29.568,N,74.841,W,0
8/8/2002,8:56:03,29.57,N,74.834,W,0
8/8/2002,8:58:03,29.573,N,74.826,W,0
8/8/2002,9:00:03,29.576,N,74.818,W,0
8/8/2002,9:02:03,29.578,N,74.81,W,0
8/8/2002,9:04:04,29.581,N,74.802,W,0
8/8/2002,9:06:04,29.584,N,74.795,W,0
8/8/2002,9:08:04,29.587,N,74.787,W,0
8/8/2002,9:10:04,29.589,N,74.779,W,0
8/8/2002,9:12:03,29.592,N,74.771,W,0
8/8/2002,9:14:03,29.595,N,74.763,W,0
8/8/2002,9:16:03,29.598,N,74.755,W,0
8/8/2002,9:18:03,29.601,N,74.747,W,0
8/8/2002,9:20:04,29.604,N,74.739,W,0
8/8/2002,9:22:04,29.607,N,74.73,W,0
8/8/2002,9:24:04,29.61,N,74.722,W,0
8/8/2002,9:26:03,29.613,N,74.714,W,0
8/8/2002,9:28:03,29.616,N,74.706,W,0
8/8/2002,9:30:03,29.619,N,74.698,W,0
8/8/2002,9:32:03,29.622,N,74.689,W,0
8/8/2002,9:34:04,29.625,N,74.681,W,0
8/8/2002,9:36:04,29.628,N,74.673,W,0
8/8/2002,9:38:04,29.631,N,74.664,W,0
8/8/2002,9:40:04,29.634,N,74.656,W,0
8/8/2002,9:42:03,29.638,N,74.647,W,0
8/8/2002,9:44:03,29.641,N,74.639,W,0
8/8/2002,9:46:03,29.644,N,74.63,W,0
8/8/2002,9:48:03,29.647,N,74.622,W,0
8/8/2002,9:50:04,29.65,N,74.613,W,0
8/8/2002,9:52:04,29.654,N,74.605,W,0
8/8/2002,9:54:04,29.657,N,74.596,W,0
8/8/2002,9:56:03,29.66,N,74.587,W,0
8/8/2002,9:58:03,29.664,N,74.579,W,0
8/8/2002,10:00:03,29.667,N,74.57,W,0
8/8/2002,10:02:03,29.67,N,74.561,W,0
8/8/2002,10:04:04,29.674,N,74.553,W,0
8/8/2002,10:06:04,29.677,N,74.544,W,0
8/8/2002,10:08:04,29.681,N,74.535,W,0
8/8/2002,10:10:04,29.684,N,74.526,W,0
8/8/2002,10:12:03,29.687,N,74.517,W,0
8/8/2002,10:14:03,29.691,N,74.508,W,0
8/8/2002,10:16:03,29.694,N,74.499,W,0
8/8/2002,10:18:03,29.698,N,74.49,W,0
8/8/2002,10:20:04,29.701,N,74.481,W,0
8/8/2002,10:22:04,29.705,N,74.472,W,0
8/8/2002,10:24:04,29.709,N,74.463,W,0
8/8/2002,10:26:03,29.712,N,74.454,W,0
8/8/2002,10:28:03,29.716,N,74.445,W,0
8/8/2002,10:30:03,29.719,N,74.436,W,0
8/8/2002,10:32:03,29.723,N,74.427,W,0
8/8/2002,10:34:04,29.727,N,74.418,W,0
8/8/2002,10:36:04,29.73,N,74.408,W,0
8/8/2002,10:38:04,29.734,N,74.399,W,0
8/8/2002,10:40:04,29.738,N,74.39,W,0
8/8/2002,10:42:03,29.742,N,74.381,W,0
8/8/2002,10:44:03,29.745,N,74.371,W,0
8/8/2002,10:46:03,29.749,N,74.362,W,0
8/8/2002,10:48:03,29.753,N,74.353,W,0
8/8/2002,10:50:04,29.757,N,74.343,W,0
8/8/2002,10:52:04,29.761,N,74.334,W,0
8/8/2002,10:54:04,29.764,N,74.324,W,0
8/8/2002,10:56:03,29.768,N,74.315,W,0
8/8/2002,10:58:03,29.772,N,74.305,W,0
8/8/2002,11:00:03,29.776,N,74.296,W,0
8/8/2002,11:02:03,29.78,N,74.286,W,0
8/8/2002,11:04:04,29.784,N,74.277,W,0
8/8/2002,11:06:04,29.788,N,74.267,W,0
8/8/2002,11:08:04,29.792,N,74.258,W,0
8/8/2002,11:10:04,29.796,N,74.248,W,0
8/8/2002,11:12:03,29.8,N,74.238,W,0
8/8/2002,11:14:03,29.804,N,74.229,W,0
8/8/2002,11:16:03,29.808,N,74.219,W,0
8/8/2002,11:18:03,29.812,N,74.209,W,0
8/8/2002,11:20:04,29.816,N,74.199,W,0
8/8/2002,11:22:04,29.82,N,74.19,W,0
8/8/2002,11:24:04,29.824,N,74.18,W,0
8/8/2002,11:26:03,29.828,N,74.17,W,0
8/8/2002,11:28:03,29.832,N,74.16,W,0
8/8/2002,11:30:03,29.836,N,74.15,W,0
8/8/2002,11:32:03,29.841,N,74.14,W,0
8/8/2002,11:34:04,29.845,N,74.131,W,0
8/8/2002,11:36:04,29.849,N,74.121,W,0
8/8/2002,11:38:04,29.853,N,74.111,W,0
8/8/2002,11:40:04,29.857,N,74.101,W,0
8/8/2002,11:42:03,29.861,N,74.091,W,0
8/8/2002,11:44:03,29.866,N,74.081,W,0
8/8/2002,11:46:03,29.87,N,74.071,W,0
8/8/2002,11:48:03,29.874,N,74.061,W,0
8/8/2002,11:50:04,29.879,N,74.05,W,0
8/8/2002,11:52:04,29.883,N,74.04,W,0
8/8/2002,11:54:04,29.887,N,74.03,W,0
8/8/2002,11:56:03,29.891,N,74.02,W,0
8/8/2002,11:58:03,29.896,N,74.01,W,0
8/8/2002,12:00:00,29.9,N,74,W,0
8/8/2002,12:01:59,29.895,N,73.991,W,0
8/8/2002,12:03:59,29.89,N,73.982,W,0
8/8/2002,12:05:59,29.886,N,73.973,W,0
8/8/2002,12:08:00,29.882,N,73.964,W,0
8/8/2002,12:10:00,29.877,N,73.955,W,0
8/8/2002,12:12:00,29.873,N,73.946,W,0
8/8/2002,12:14:00,29.87,N,73.937,W,0
8/8/2002,12:15:59,29.866,N,73.928,W,0
8/8/2002,12:17:59,29.863,N,73.919,W,0
8/8/2002,12:19:59,29.859,N,73.91,W,0
8/8/2002,12:21:59,29.856,N,73.9,W,0
8/8/2002,12:24:00,29.853,N,73.891,W,0
8/8/2002,12:26:00,29.851,N,73.882,W,0
8/8/2002,12:28:00,29.848,N,73.872,W,0
8/8/2002,12:30:00,29.846,N,73.863,W,0
8/8/2002,12:31:59,29.844,N,73.853,W,0
8/8/2002,12:33:59,29.842,N,73.844,W,0
8/8/2002,12:35:59,29.84,N,73.834,W,0
8/8/2002,12:38:00,29.838,N,73.825,W,0
8/8/2002,12:40:00,29.837,N,73.815,W,0
8/8/2002,12:42:00,29.835,N,73.805,W,0
8/8/2002,12:44:00,29.834,N,73.796,W,0
8/8/2002,12:45:59,29.833,N,73.786,W,0
8/8/2002,12:47:59,29.832,N,73.776,W,0
8/8/2002,12:49:59,29.831,N,73.766,W,0
8/8/2002,12:51:59,29.831,N,73.756,W,0
8/8/2002,12:54:00,29.831,N,73.746,W,0
8/8/2002,12:56:00,29.83,N,73.737,W,0
8/8/2002,12:58:00,29.83,N,73.727,W,0
8/8/2002,13:00:00,29.83,N,73.717,W,0
8/8/2002,13:01:59,29.831,N,73.706,W,0
8/8/2002,13:03:59,29.831,N,73.696,W,0
8/8/2002,13:05:59,29.832,N,73.686,W,0
8/8/2002,13:08:00,29.832,N,73.676,W,0
8/8/2002,13:10:00,29.833,N,73.666,W,0
8/8/2002,13:12:00,29.834,N,73.656,W,0
8/8/2002,13:14:00,29.836,N,73.645,W,0
8/8/2002,13:15:59,29.837,N,73.635,W,0
8/8/2002,13:17:59,29.838,N,73.625,W,0
8/8/2002,13:19:59,29.84,N,73.614,W,0
8/8/2002,13:21:59,29.842,N,73.604,W,0
8/8/2002,13:24:00,29.844,N,73.593,W,0
8/8/2002,13:26:00,29.846,N,73.583,W,0
8/8/2002,13:28:00,29.848,N,73.572,W,0
8/8/2002,13:30:00,29.85,N,73.562,W,0
8/8/2002,13:31:59,29.853,N,73.551,W,0
8/8/2002,13:33:59,29.856,N,73.541,W,0
8/8/2002,13:35:59,29.858,N,73.53,W,0
8/8/2002,13:38:00,29.861,N,73.519,W,0
8/8/2002,13:40:00,29.864,N,73.509,W,0
8/8/2002,13:42:00,29.868,N,73.498,W,0
8/8/2002,13:44:00,29.871,N,73.487,W,0
8/8/2002,13:45:59,29.874,N,73.476,W,0
8/8/2002,13:47:59,29.878,N,73.465,W,0
8/8/2002,13:49:59,29.882,N,73.455,W,0
8/8/2002,13:51:59,29.886,N,73.444,W,0
8/8/2002,13:54:00,29.89,N,73.433,W,0
8/8/2002,13:56:00,29.894,N,73.422,W,0
8/8/2002,13:58:00,29.898,N,73.411,W,0
8/8/2002,14:00:00,29.902,N,73.4,W,0
8/8/2002,14:01:59,29.907,N,73.389,W,0
8/8/2002,14:03:59,29.912,N,73.378,W,0
8/8/2002,14:05:59,29.916,N,73.367,W,0
8/8/2002,14:08:00,29.921,N,73.355,W,0
8/8/2002,14:10:00,29.926,N,73.344,W,0
8/8/2002,14:12:00,29.932,N,73.333,W,0
8/8/2002,14:14:00,29.937,N,73.322,W,0
8/8/2002,14:15:59,29.942,N,73.311,W,0
8/8/2002,14:17:59,29.948,N,73.299,W,0
8/8/2002,14:19:59,29.953,N,73.288,W,0
8/8/2002,14:21:59,29.959,N,73.277,W,0
8/8/2002,14:24:00,29.965,N,73.265,W,0
8/8/2002,14:26:00,29.971,N,73.254,W,0
8/8/2002,14:28:00,29.977,N,73.242,W,0
8/8/2002,14:30:00,29.983,N,73.231,W,0
8/8/2002,14:31:59,29.99,N,73.219,W,0
8/8/2002,14:33:59,29.996,N,73.208,W,0
8/8/2002,14:35:59,30.003,N,73.196,W,0
8/8/2002,14:38:00,30.009,N,73.185,W,0
8/8/2002,14:40:00,30.016,N,73.173,W,0
8/8/2002,14:42:00,30.023,N,73.162,W,0
8/8/2002,14:44:00,30.03,N,73.15,W,0
8/8/2002,14:45:59,30.037,N,73.138,W,0
8/8/2002,14:47:59,30.044,N,73.127,W,0
8/8/2002,14:49:59,30.052,N,73.115,W,0
8/8/2002,14:51:59,30.059,N,73.103,W,0
8/8/2002,14:54:00,30.067,N,73.091,W,0
8/8/2002,14:56:00,30.074,N,73.08,W,0
8/8/2002,14:58:00,30.082,N,73.068,W,0
8/8/2002,15:00:00,30.09,N,73.056,W,0
8/8/2002,15:01:59,30.098,N,73.044,W,0
8/8/2002,15:03:59,30.106,N,73.032,W,0
8/8/2002,15:05:59,30.114,N,73.02,W,0
8/8/2002,15:08:00,30.122,N,73.008,W,0
8/8/2002,15:10:00,30.13,N,72.996,W,0
8/8/2002,15:12:00,30.139,N,72.985,W,0
8/8/2002,15:14:00,30.147,N,72.973,W,0
8/8/2002,15:15:59,30.156,N,72.961,W,0
8/8/2002,15:17:59,30.165,N,72.948,W,0
8/8/2002,15:19:59,30.173,N,72.936,W,0
8/8/2002,15:21:59,30.182,N,72.924,W,0
8/8/2002,15:24:00,30.191,N,72.912,W,0
8/8/2002,15:26:00,30.2,N,72.9,W,0
8/8/2002,15:28:00,30.209,N,72.888,W,0
8/8/2002,15:30:00,30.219,N,72.876,W,0
8/8/2002,15:31:59,30.228,N,72.864,W,0
8/8/2002,15:33:59,30.237,N,72.851,W,0
8/8/2002,15:35:59,30.247,N,72.839,W,0
8/8/2002,15:38:00,30.256,N,72.827,W,0
8/8/2002,15:40:00,30.266,N,72.815,W,0
8/8/2002,15:42:00,30.275,N,72.803,W,0
8/8/2002,15:44:00,30.285,N,72.79,W,0
8/8/2002,15:45:59,30.295,N,72.778,W,0
8/8/2002,15:47:59,30.305,N,72.766,W,0
8/8/2002,15:49:59,30.315,N,72.753,W,0
8/8/2002,15:51:59,30.325,N,72.741,W,0
8/8/2002,15:54:00,30.335,N,72.729,W,0
8/8/2002,15:56:00,30.346,N,72.716,W,0
8/8/2002,15:58:00,30.356,N,72.704,W,0
8/8/2002,16:00:00,30.366,N,72.691,W,0
8/8/2002,16:01:59,30.377,N,72.679,W,0
8/8/2002,16:03:59,30.387,N,72.666,W,0
8/8/2002,16:05:59,30.398,N,72.654,W,0
8/8/2002,16:07:59,30.408,N,72.641,W,0
8/8/2002,16:09:59,30.419,N,72.629,W,0
8/8/2002,16:11:59,30.43,N,72.616,W,0
8/8/2002,16:13:59,30.441,N,72.604,W,0
8/8/2002,16:16:00,30.452,N,72.591,W,0
8/8/2002,16:18:00,30.463,N,72.579,W,0
8/8/2002,16:20:00,30.474,N,72.566,W,0
8/8/2002,16:22:00,30.485,N,72.554,W,0
8/8/2002,16:24:00,30.496,N,72.541,W,0
8/8/2002,16:26:00,30.507,N,72.528,W,0
8/8/2002,16:28:00,30.518,N,72.516,W,0
8/8/2002,16:30:00,30.53,N,72.503,W,0
8/8/2002,16:31:59,30.541,N,72.49,W,0
8/8/2002,16:33:59,30.552,N,72.478,W,0
8/8/2002,16:35:59,30.564,N,72.465,W,0
8/8/2002,16:37:59,30.575,N,72.452,W,0
8/8/2002,16:39:59,30.587,N,72.44,W,0
8/8/2002,16:41:59,30.599,N,72.427,W,0
8/8/2002,16:43:59,30.61,N,72.414,W,0
8/8/2002,16:46:00,30.622,N,72.401,W,0
8/8/2002,16:48:00,30.634,N,72.389,W,0
8/8/2002,16:50:00,30.646,N,72.376,W,0
8/8/2002,16:52:00,30.657,N,72.363,W,0
8/8/2002,16:54:00,30.669,N,72.35,W,0
8/8/2002,16:56:00,30.681,N,72.338,W,0
8/8/2002,16:58:00,30.693,N,72.325,W,0
8/8/2002,17:00:00,30.705,N,72.312,W,0
8/8/2002,17:01:59,30.717,N,72.299,W,0
8/8/2002,17:03:59,30.729,N,72.286,W,0
8/8/2002,17:05:59,30.742,N,72.273,W,0
8/8/2002,17:07:59,30.754,N,72.261,W,0
8/8/2002,17:09:59,30.766,N,72.248,W,0
8/8/2002,17:11:59,30.778,N,72.235,W,0
8/8/2002,17:13:59,30.791,N,72.222,W,0
8/8/2002,17:16:00,30.803,N,72.209,W,0
8/8/2002,17:18:00,30.815,N,72.196,W,0
8/8/2002,17:20:00,30.828,N,72.183,W,0
8/8/2002,17:22:00,30.84,N,72.17,W,0
8/8/2002,17:24:00,30.853,N,72.157,W,0
8/8/2002,17:26:00,30.865,N,72.144,W,0
8/8/2002,17:28:00,30.878,N,72.132,W,0
8/8/2002,17:30:00,30.89,N,72.119,W,0
8/8/2002,17:31:59,30.903,N,72.106,W,0
8/8/2002,17:33:59,30.915,N,72.093,W,0
8/8/2002,17:35:59,30.928,N,72.08,W,0
8/8/2002,17:37:59,30.941,N,72.067,W,0
8/8/2002,17:39:59,30.953,N,72.054,W,0
8/8/2002,17:41:59,30.966,N,72.041,W,0
8/8/2002,17:43:59,30.979,N,72.028,W,0
8/8/2002,17:46:00,30.991,N,72.015,W,0
8/8/2002,17:48:00,31.004,N,72.002,W,0
8/8/2002,17:50:00,31.017,N,71.989,W,0
8/8/2002,17:52:00,31.03,N,71.976,W,0
8/8/2002,17:54:00,31.042,N,71.963,W,0
8/8/2002,17:56:00,31.055,N,71.95,W,0
8/8/2002,17:58:00,31.068,N,71.937,W,0
8/8/2002,18:00:00,31.081,N,71.924,W,0
8/8/2002,18:01:59,31.094,N,71.911,W,0
8/8/2002,18:03:59,31.106,N,71.898,W,0
8/8/2002,18:05:59,31.119,N,71.885,W,0
8/8/2002,18:07:59,31.132,N,71.872,W,0
8/8/2002,18:09:59,31.145,N,71.859,W,0
8/8/2002,18:11:59,31.158,N,71.846,W,0
8/8/2002,18:13:59,31.171,N,71.833,W,0
8/8/2002,18:16:00,31.184,N,71.82,W,0
8/8/2002,18:18:00,31.197,N,71.807,W,0
8/8/2002,18:20:00,31.209,N,71.794,W,0
8/8/2002,18:22:00,31.222,N,71.781,W,0
