Track for,Danny,,2015,,,
Date,Time (UTC),Latitu,de,Longit,ude,Category
MM/DD/Year,HH:MM:SS,(deg),,(deg,),
8/21/2015,11:53:59,13.792,N,47.786,W,3
8/21/2015,11:56:00,13.795,N,47.791,W,3
8/21/2015,11:57:59,13.797,N,47.795,W,3
8/21/2015,12:00:00,13.8,N,47.8,W,3
8/21/2015,12:02:00,13.803,N,47.805,W,3
8/21/2015,12:03:59,13.805,N,47.809,W,3
8/21/2015,12:06:00,13.808,N,47.814,W,3
8/21/2015,12:07:59,13.81,N,47.818,W,3
8/21/2015,12:10:00,13.813,N,47.823,W,3
8/21/2015,12:11:59,13.815,N,47.827,W,3
8/21/2015,12:14:00,13.818,N,47.832,W,3
8/21/2015,12:15:59,13.82,N,47.836,W,3
8/21/2015,12:18:00,13.823,N,47.841,W,3
8/21/2015,12:19:59,13.826,N,47.845,W,3
8/21/2015,12:22:00,13.828,N,47.85,W,3
8/21/2015,12:23:59,13.831,N,47.854,W,3
8/21/2015,12:26:00,13.833,N,47.859,W,3
8/21/2015,12:27:59,13.836,N,47.863,W,3
8/21/2015,12:30:00,13.838,N,47.868,W,3
8/21/2015,12:32:00,13.841,N,47.872,W,3
8/21/2015,12:33:59,13.844,N,47.877,W,3
8/21/2015,12:36:00,13.846,N,47.881,W,3
8/21/2015,12:37:59,13.849,N,47.886,W,3
8/21/2015,12:40:00,13.851,N,47.89,W,3
8/21/2015,12:41:59,13.854,N,47.895,W,3
8/21/2015,12:44:00,13.856,N,47.899,W,3
8/21/2015,12:45:59,13.859,N,47.904,W,3
8/21/2015,12:48:00,13.862,N,47.908,W,3
8/21/2015,12:49:59,13.864,N,47.913,W,3
8/21/2015,12:52:00,13.867,N,47.917,W,3
8/21/2015,12:53:59,13.869,N,47.922,W,3
8/21/2015,12:56:00,13.872,N,47.926,W,3
8/21/2015,12:57:59,13.874,N,47.931,W,3
8/21/2015,13:00:00,13.877,N,47.935,W,3
8/21/2015,13:02:00,13.88,N,47.94,W,3
8/21/2015,13:03:59,13.882,N,47.944,W,3
8/21/2015,13:06:00,13.885,N,47.949,W,3
8/21/2015,13:07:59,13.887,N,47.953,W,3
8/21/2015,13:10:00,13.89,N,47.958,W,3
8/21/2015,13:11:59,13.892,N,47.962,W,3
8/21/2015,13:14:00,13.895,N,47.967,W,3
8/21/2015,13:15:59,13.898,N,47.971,W,3
8/21/2015,13:18:00,13.9,N,47.976,W,3
8/21/2015,13:19:59,13.903,N,47.98,W,3
8/21/2015,13:22:00,13.905,N,47.985,W,3
8/21/2015,13:23:59,13.908,N,47.989,W,3
8/21/2015,13:26:00,13.911,N,47.994,W,3
8/21/2015,13:27:59,13.913,N,47.998,W,3
8/21/2015,13:30:00,13.916,N,48.003,W,3
8/21/2015,13:32:00,13.918,N,48.007,W,3
8/21/2015,13:33:59,13.921,N,48.012,W,3
8/21/2015,13:36:00,13.924,N,48.016,W,3
8/21/2015,13:37:59,13.926,N,48.021,W,3
8/21/2015,13:40:00,13.929,N,48.025,W,3
8/21/2015,13:41:59,13.931,N,48.03,W,3
8/21/2015,13:44:00,13.934,N,48.034,W,3
8/21/2015,13:45:59,13.937,N,48.039,W,3
8/21/2015,13:48:00,13.939,N,48.043,W,3
8/21/2015,13:49:59,13.942,N,48.047,W,3
8/21/2015,13:52:00,13.944,N,48.052,W,3
8/21/2015,13:53:59,13.947,N,48.056,W,3
8/21/2015,13:56:00,13.95,N,48.061,W,3
8/21/2015,13:57:59,13.952,N,48.065,W,3
8/21/2015,14:00:00,13.955,N,48.07,W,3
8/21/2015,14:02:00,13.958,N,48.074,W,3
8/21/2015,14:03:59,13.96,N,48.079,W,3
8/21/2015,14:06:00,13.963,N,48.083,W,3
8/21/2015,14:07:59,13.965,N,48.088,W,3
8/21/2015,14:10:00,13.968,N,48.092,W,3
8/21/2015,14:11:59,13.971,N,48.096,W,3
8/21/2015,14:14:00,13.973,N,48.101,W,3
8/21/2015,14:15:59,13.976,N,48.105,W,3
8/21/2015,14:18:00,13.979,N,48.11,W,3
8/21/2015,14:19:59,13.981,N,48.114,W,3
8/21/2015,14:22:00,13.984,N,48.119,W,3
8/21/2015,14:23:59,13.987,N,48.123,W,3
8/21/2015,14:26:00,13.989,N,48.127,W,3
8/21/2015,14:27:59,13.992,N,48.132,W,3
8/21/2015,14:30:00,13.995,N,48.136,W,3
8/21/2015,14:32:00,13.997,N,48.141,W,3
8/21/2015,14:33:59,14,N,48.145,W,3
8/21/2015,14:36:00,14.003,N,48.15,W,3
8/21/2015,14:37:59,14.005,N,48.154,W,3
8/21/2015,14:40:00,14.008,N,48.158,W,3
8/21/2015,14:41:59,14.011,N,48.163,W,3
8/21/2015,14:44:00,14.013,N,48.167,W,3
8/21/2015,14:45:59,14.016,N,48.171,W,3
8/21/2015,14:48:00,14.019,N,48.176,W,3
8/21/2015,14:49:59,14.021,N,48.18,W,3
8/21/2015,14:52:00,14.024,N,48.185,W,3
8/21/2015,14:53:59,14.027,N,48.189,W,3
8/21/2015,14:56:00,14.03,N,48.193,W,3
8/21/2015,14:57:59,14.032,N,48.198,W,3
8/21/2015,15:00:00,14.035,N,48.202,W,3
8/21/2015,15:02:00,14.038,N,48.207,W,3
8/21/2015,15:03:59,14.04,N,48.211,W,3
8/21/2015,15:06:00,14.043,N,48.215,W,3
8/21/2015,15:07:59,14.046,N,48.22,W,3
8/21/2015,15:10:00,14.049,N,48.224,W,3
8/21/2015,15:11:59,14.051,N,48.228,W,3
8/21/2015,15:14:00,14.054,N,48.233,W,3
8/21/2015,15:15:59,14.057,N,48.237,W,3
8/21/2015,15:18:00,14.06,N,48.241,W,3
8/21/2015,15:19:59,14.062,N,48.246,W,3
8/21/2015,15:22:00,14.065,N,48.25,W,3
8/21/2015,15:23:59,14.068,N,48.254,W,3
8/21/2015,15:26:00,14.071,N,48.259,W,3
8/21/2015,15:27:59,14.073,N,48.263,W,3
8/21/2015,15:30:00,14.076,N,48.267,W,3
8/21/2015,15:32:00,14.079,N,48.272,W,3
8/21/2015,15:33:59,14.082,N,48.276,W,3
8/21/2015,15:36:00,14.084,N,48.28,W,3
8/21/2015,15:37:59,14.087,N,48.285,W,3
8/21/2015,15:40:00,14.09,N,48.289,W,3
8/21/2015,15:41:59,14.093,N,48.293,W,3
8/21/2015,15:44:00,14.096,N,48.297,W,3
8/21/2015,15:45:59,14.098,N,48.302,W,3
8/21/2015,15:48:00,14.101,N,48.306,W,3
8/21/2015,15:49:59,14.104,N,48.31,W,3
8/21/2015,15:52:00,14.107,N,48.315,W,3
8/21/2015,15:53:59,14.11,N,48.319,W,3
8/21/2015,15:56:00,14.112,N,48.323,W,3
8/21/2015,15:57:59,14.115,N,48.327,W,3
8/21/2015,16:00:00,14.118,N,48.332,W,3
8/21/2015,16:01:59,14.121,N,48.336,W,3
8/21/2015,16:04:00,14.124,N,48.34,W,3
8/21/2015,16:06:00,14.127,N,48.344,W,3
8/21/2015,16:07:59,14.129,N,48.349,W,3
8/21/2015,16:09:59,14.132,N,48.353,W,3
8/21/2015,16:12:00,14.135,N,48.357,W,3
8/21/2015,16:14:00,14.138,N,48.361,W,3
8/21/2015,16:15:59,14.141,N,48.366,W,3
8/21/2015,16:17:59,14.144,N,48.37,W,3
8/21/2015,16:20:00,14.147,N,48.374,W,3
8/21/2015,16:22:00,14.15,N,48.378,W,3
8/21/2015,16:23:59,14.152,N,48.382,W,3
8/21/2015,16:25:59,14.155,N,48.387,W,3
8/21/2015,16:28:00,14.158,N,48.391,W,3
8/21/2015,16:30:00,14.161,N,48.395,W,3
8/21/2015,16:31:59,14.164,N,48.399,W,3
8/21/2015,16:34:00,14.167,N,48.403,W,3
8/21/2015,16:36:00,14.17,N,48.407,W,3
8/21/2015,16:37:59,14.173,N,48.412,W,3
8/21/2015,16:39:59,14.176,N,48.416,W,3
8/21/2015,16:42:00,14.179,N,48.42,W,3
8/21/2015,16:44:00,14.182,N,48.424,W,3
8/21/2015,16:45:59,14.185,N,48.428,W,3
8/21/2015,16:47:59,14.187,N,48.432,W,3
8/21/2015,16:50:00,14.19,N,48.437,W,3
8/21/2015,16:52:00,14.193,N,48.441,W,3
8/21/2015,16:53:59,14.196,N,48.445,W,3
8/21/2015,16:55:59,14.199,N,48.449,W,3
8/21/2015,16:58:00,14.202,N,48.453,W,3
8/21/2015,17:00:00,14.205,N,48.457,W,3
8/21/2015,17:01:59,14.208,N,48.461,W,3
8/21/2015,17:04:00,14.211,N,48.465,W,3
8/21/2015,17:05:47,14.214,N,48.469,W,3
8/21/2015,17:07:47,14.217,N,48.473,W,3
8/21/2015,17:09:46,14.22,N,48.477,W,3
8/21/2015,17:11:46,14.223,N,48.481,W,3
8/21/2015,17:13:47,14.226,N,48.486,W,3
8/21/2015,17:15:47,14.229,N,48.49,W,3
8/21/2015,17:17:46,14.232,N,48.494,W,3
8/21/2015,17:19:46,14.235,N,48.498,W,3
8/21/2015,17:21:47,14.238,N,48.502,W,3
8/21/2015,17:23:47,14.241,N,48.506,W,3
8/21/2015,17:25:46,14.243,N,48.511,W,3
8/21/2015,17:27:46,14.246,N,48.515,W,3
8/21/2015,17:29:47,14.249,N,48.519,W,3
8/21/2015,17:31:46,14.252,N,48.523,W,3
8/21/2015,17:33:46,14.255,N,48.527,W,3
8/21/2015,17:35:47,14.258,N,48.531,W,3
8/21/2015,17:37:47,14.261,N,48.536,W,3
8/21/2015,17:39:46,14.264,N,48.54,W,3
8/21/2015,17:41:46,14.267,N,48.544,W,3
8/21/2015,17:43:47,14.27,N,48.548,W,3
8/21/2015,17:45:47,14.273,N,48.552,W,3
8/21/2015,17:47:46,14.276,N,48.556,W,3
8/21/2015,17:49:46,14.279,N,48.56,W,3
8/21/2015,17:51:47,14.282,N,48.565,W,3
8/21/2015,17:53:47,14.285,N,48.569,W,3
8/21/2015,17:55:46,14.288,N,48.573,W,3
8/21/2015,17:57:46,14.291,N,48.577,W,3
8/21/2015,17:59:47,14.294,N,48.581,W,3
8/21/2015,18:01:46,14.297,N,48.585,W,3
8/21/2015,18:03:46,14.3,N,48.59,W,3
8/21/2015,18:05:47,14.303,N,48.594,W,3
8/21/2015,18:07:47,14.305,N,48.598,W,3
8/21/2015,18:09:46,14.308,N,48.602,W,3
8/21/2015,18:11:46,14.311,N,48.606,W,3
8/21/2015,18:13:47,14.314,N,48.61,W,3
8/21/2015,18:15:47,14.317,N,48.615,W,3
8/21/2015,18:17:46,14.32,N,48.619,W,3
8/21/2015,18:19:46,14.323,N,48.623,W,3
8/21/2015,18:21:47,14.326,N,48.627,W,3
8/21/2015,18:23:47,14.329,N,48.631,W,3
8/21/2015,18:25:46,14.332,N,48.635,W,3
8/21/2015,18:27:46,14.335,N,48.64,W,3
8/21/2015,18:29:47,14.338,N,48.644,W,3
8/21/2015,18:31:46,14.341,N,48.648,W,3
8/21/2015,18:33:46,14.344,N,48.652,W,3
8/21/2015,18:35:47,14.347,N,48.656,W,3
8/21/2015,18:37:47,14.35,N,48.661,W,3
8/21/2015,18:39:46,14.353,N,48.665,W,3
8/21/2015,18:41:46,14.356,N,48.669,W,3
8/21/2015,18:43:47,14.359,N,48.673,W,3
8/21/2015,18:45:47,14.362,N,48.677,W,3
8/21/2015,18:47:46,14.365,N,48.681,W,3
8/21/2015,18:49:46,14.368,N,48.686,W,3
8/21/2015,18:51:47,14.371,N,48.69,W,3
8/21/2015,18:53:47,14.374,N,48.694,W,3
8/21/2015,18:55:46,14.377,N,48.698,W,3
8/21/2015,18:57:46,14.38,N,48.702,W,3
8/21/2015,18:59:47,14.383,N,48.707,W,3
8/21/2015,19:01:46,14.386,N,48.711,W,3
8/21/2015,19:03:46,14.389,N,48.715,W,3
8/21/2015,19:05:47,14.392,N,48.719,W,3
8/21/2015,19:07:47,14.395,N,48.723,W,3
8/21/2015,19:09:46,14.398,N,48.727,W,3
8/21/2015,19:11:46,14.401,N,48.732,W,3
8/21/2015,19:13:47,14.404,N,48.736,W,3
8/21/2015,19:15:47,14.407,N,48.74,W,3
8/21/2015,19:17:46,14.41,N,48.744,W,3
8/21/2015,19:19:46,14.413,N,48.748,W,3
8/21/2015,19:21:47,14.416,N,48.753,W,3
8/21/2015,19:23:47,14.419,N,48.757,W,3
8/21/2015,19:25:46,14.422,N,48.761,W,3
8/21/2015,19:27:46,14.425,N,48.765,W,3
8/21/2015,19:29:47,14.428,N,48.769,W,3
8/21/2015,19:31:46,14.431,N,48.774,W,3
8/21/2015,19:33:46,14.434,N,48.778,W,3
8/21/2015,19:35:47,14.437,N,48.782,W,3
8/21/2015,19:37:47,14.44,N,48.786,W,3
8/21/2015,19:39:46,14.443,N,48.79,W,3
8/21/2015,19:41:46,14.446,N,48.795,W,3
8/21/2015,19:43:47,14.449,N,48.799,W,3
8/21/2015,19:45:47,14.452,N,48.803,W,3
8/21/2015,19:47:46,14.455,N,48.807,W,3
8/21/2015,19:49:46,14.458,N,48.811,W,3
8/21/2015,19:51:47,14.461,N,48.816,W,3
8/21/2015,19:53:47,14.464,N,48.82,W,3
8/21/2015,19:55:46,14.467,N,48.824,W,3
8/21/2015,19:57:46,14.47,N,48.828,W,3
8/21/2015,19:59:47,14.473,N,48.833,W,3
8/21/2015,20:01:46,14.476,N,48.837,W,3
8/21/2015,20:03:46,14.479,N,48.841,W,3
8/21/2015,20:05:47,14.482,N,48.845,W,3
8/21/2015,20:07:47,14.485,N,48.849,W,3
8/21/2015,20:09:46,14.488,N,48.854,W,3
8/21/2015,20:11:46,14.491,N,48.858,W,3
8/21/2015,20:13:47,14.494,N,48.862,W,3
8/21/2015,20:15:47,14.497,N,48.866,W,3
8/21/2015,20:17:46,14.5,N,48.871,W,3
8/21/2015,20:19:46,14.503,N,48.875,W,3
8/21/2015,20:21:47,14.506,N,48.879,W,3
8/21/2015,20:23:47,14.509,N,48.883,W,3
8/21/2015,20:25:46,14.512,N,48.887,W,3
8/21/2015,20:27:46,14.515,N,48.892,W,3
8/21/2015,20:29:47,14.518,N,48.896,W,3
8/21/2015,20:31:46,14.522,N,48.9,W,3
8/21/2015,20:33:46,14.525,N,48.904,W,3
8/21/2015,20:35:47,14.528,N,48.909,W,3
8/21/2015,20:37:47,14.531,N,48.913,W,3
8/21/2015,20:39:46,14.534,N,48.917,W,3
8/21/2015,20:41:46,14.537,N,48.921,W,3
8/21/2015,20:43:47,14.54,N,48.926,W,3
8/21/2015,20:45:47,14.543,N,48.93,W,3
8/21/2015,20:47:46,14.546,N,48.934,W,3
8/21/2015,20:49:46,14.549,N,48.938,W,3
8/21/2015,20:51:47,14.552,N,48.943,W,3
8/21/2015,20:53:47,14.555,N,48.947,W,3
8/21/2015,20:55:46,14.558,N,48.951,W,3
8/21/2015,20:57:46,14.561,N,48.955,W,3
8/21/2015,20:59:47,14.564,N,48.96,W,3
8/21/2015,21:01:46,14.568,N,48.964,W,3
8/21/2015,21:03:46,14.571,N,48.968,W,3
8/21/2015,21:05:47,14.574,N,48.972,W,3
8/21/2015,21:07:47,14.577,N,48.977,W,3
8/21/2015,21:09:46,14.58,N,48.981,W,3
8/21/2015,21:11:46,14.583,N,48.985,W,3
8/21/2015,21:13:47,14.586,N,48.989,W,3
8/21/2015,21:15:47,14.589,N,48.994,W,3
8/21/2015,21:17:46,14.592,N,48.998,W,3
8/21/2015,21:19:46,14.595,N,49.002,W,3
8/21/2015,21:21:47,14.598,N,49.007,W,3
8/21/2015,21:23:47,14.602,N,49.011,W,3
8/21/2015,21:25:46,14.605,N,49.015,W,3
8/21/2015,21:27:46,14.608,N,49.019,W,3
8/21/2015,21:29:47,14.611,N,49.024,W,3
8/21/2015,21:31:46,14.614,N,49.028,W,3
8/21/2015,21:33:46,14.617,N,49.032,W,3
8/21/2015,21:35:47,14.62,N,49.036,W,3
8/21/2015,21:37:47,14.623,N,49.041,W,3
8/21/2015,21:39:46,14.626,N,49.045,W,3
8/21/2015,21:41:46,14.63,N,49.049,W,3
8/21/2015,21:43:47,14.633,N,49.054,W,3
8/21/2015,21:45:47,14.636,N,49.058,W,3
8/21/2015,21:47:46,14.639,N,49.062,W,3
8/21/2015,21:49:46,14.642,N,49.066,W,3
8/21/2015,21:51:47,14.645,N,49.071,W,3
8/21/2015,21:53:47,14.648,N,49.075,W,3
8/21/2015,21:55:46,14.651,N,49.079,W,3
8/21/2015,21:57:46,14.655,N,49.084,W,3
8/21/2015,21:59:47,14.658,N,49.088,W,3
8/21/2015,22:01:46,14.661,N,49.092,W,3
8/21/2015,22:03:46,14.664,N,49.097,W,3
8/21/2015,22:05:47,14.667,N,49.101,W,3
8/21/2015,22:07:47,14.67,N,49.105,W,3
8/21/2015,22:09:46,14.674,N,49.11,W,3
8/21/2015,22:11:46,14.677,N,49.114,W,3
8/21/2015,22:13:47,14.68,N,49.118,W,3
8/21/2015,22:15:47,14.683,N,49.122,W,3
8/21/2015,22:17:46,14.686,N,49.127,W,3
8/21/2015,22:19:46,14.689,N,49.131,W,3
8/21/2015,22:21:47,14.693,N,49.135,W,3
8/21/2015,22:23:47,14.696,N,49.14,W,3
8/21/2015,22:25:46,14.699,N,49.144,W,3
8/21/2015,22:27:46,14.702,N,49.148,W,3
8/21/2015,22:29:47,14.705,N,49.153,W,3
8/21/2015,22:31:46,14.708,N,49.157,W,3
8/21/2015,22:33:46,14.712,N,49.161,W,3
8/21/2015,22:35:47,14.715,N,49.166,W,3
8/21/2015,22:37:47,14.718,N,49.17,W,3
8/21/2015,22:39:46,14.721,N,49.174,W,3
8/21/2015,22:41:46,14.724,N,49.179,W,3
8/21/2015,22:43:47,14.728,N,49.183,W,3
8/21/2015,22:45:47,14.731,N,49.187,W,3
8/21/2015,22:47:46,14.734,N,49.192,W,3
8/21/2015,22:49:46,14.737,N,49.196,W,3
8/21/2015,22:51:47,14.74,N,49.201,W,3
8/21/2015,22:53:47,14.744,N,49.205,W,3
8/21/2015,22:55:46,14.747,N,49.209,W,3
8/21/2015,22:57:46,14.75,N,49.214,W,3
8/21/2015,22:59:47,14.753,N,49.218,W,3
8/21/2015,23:01:46,14.756,N,49.222,W,3
8/21/2015,23:03:46,14.76,N,49.227,W,3
8/21/2015,23:05:47,14.763,N,49.231,W,3
8/21/2015,23:07:47,14.766,N,49.235,W,3
8/21/2015,23:09:46,14.769,N,49.24,W,3
8/21/2015,23:11:46,14.773,N,49.244,W,3
8/21/2015,23:13:47,14.776,N,49.249,W,3
8/21/2015,23:15:47,14.779,N,49.253,W,3
8/21/2015,23:17:46,14.782,N,49.257,W,3
8/21/2015,23:19:46,14.786,N,49.262,W,3
8/21/2015,23:21:47,14.789,N,49.266,W,3
8/21/2015,23:23:47,14.792,N,49.271,W,3
8/21/2015,23:25:46,14.795,N,49.275,W,3
8/21/2015,23:27:46,14.799,N,49.279,W,3
8/21/2015,23:29:47,14.802,N,49.284,W,3
8/21/2015,23:31:46,14.805,N,49.288,W,3
8/21/2015,23:33:46,14.808,N,49.292,W,3
8/21/2015,23:35:47,14.812,N,49.297,W,3
8/21/2015,23:37:47,14.815,N,49.301,W,3
8/21/2015,23:39:46,14.818,N,49.306,W,3
8/21/2015,23:41:46,14.822,N,49.31,W,3
8/21/2015,23:43:47,14.825,N,49.315,W,3
8/21/2015,23:45:47,14.828,N,49.319,W,3
8/21/2015,23:47:46,14.831,N,49.323,W,3
8/21/2015,23:49:46,14.835,N,49.328,W,3
8/21/2015,23:51:47,14.838,N,49.332,W,3
8/21/2015,23:53:47,14.841,N,49.337,W,3
8/21/2015,23:55:46,14.845,N,49.341,W,3
8/21/2015,23:57:46,14.848,N,49.345,W,3
8/21/2015,23:59:47,14.851,N,49.35,W,3
8/22/2015,0:01:46,14.855,N,49.354,W,3
8/22/2015,0:03:46,14.858,N,49.359,W,3
8/22/2015,0:05:47,14.861,N,49.363,W,3
8/22/2015,0:07:47,14.865,N,49.368,W,3
8/22/2015,0:09:46,14.868,N,49.372,W,3
8/22/2015,0:11:46,14.871,N,49.377,W,3
8/22/2015,0:13:47,14.875,N,49.381,W,3
8/22/2015,0:15:47,14.878,N,49.385,W,3
8/22/2015,0:17:46,14.881,N,49.39,W,3
8/22/2015,0:19:46,14.885,N,49.394,W,3
8/22/2015,0:21:47,14.888,N,49.399,W,3
8/22/2015,0:23:47,14.891,N,49.403,W,3
8/22/2015,0:25:46,14.895,N,49.408,W,3
8/22/2015,0:27:46,14.898,N,49.412,W,3
8/22/2015,0:29:47,14.901,N,49.417,W,3
8/22/2015,0:31:46,14.905,N,49.421,W,3
8/22/2015,0:33:46,14.908,N,49.426,W,3
8/22/2015,0:35:47,14.911,N,49.43,W,3
8/22/2015,0:37:47,14.915,N,49.435,W,3
8/22/2015,0:39:46,14.918,N,49.439,W,3
8/22/2015,0:41:46,14.922,N,49.444,W,3
8/22/2015,0:43:47,14.925,N,49.448,W,3
8/22/2015,0:45:47,14.928,N,49.453,W,3
8/22/2015,0:47:46,14.932,N,49.457,W,3
8/22/2015,0:49:46,14.935,N,49.461,W,3
8/22/2015,0:51:47,14.939,N,49.466,W,3
8/22/2015,0:53:47,14.942,N,49.47,W,3
8/22/2015,0:55:46,14.945,N,49.475,W,3
8/22/2015,0:57:46,14.949,N,49.48,W,3
8/22/2015,0:59:47,14.952,N,49.484,W,3
8/22/2015,1:01:46,14.956,N,49.489,W,3
8/22/2015,1:03:46,14.959,N,49.493,W,3
8/22/2015,1:05:47,14.962,N,49.498,W,3
8/22/2015,1:07:47,14.966,N,49.502,W,3
8/22/2015,1:09:46,14.969,N,49.507,W,3
8/22/2015,1:11:46,14.973,N,49.511,W,3
8/22/2015,1:13:47,14.976,N,49.516,W,3
8/22/2015,1:15:47,14.98,N,49.52,W,3
8/22/2015,1:17:46,14.983,N,49.525,W,3
8/22/2015,1:19:46,14.987,N,49.529,W,3
8/22/2015,1:21:47,14.99,N,49.534,W,3
8/22/2015,1:23:47,14.993,N,49.538,W,3
8/22/2015,1:25:46,14.997,N,49.543,W,3
8/22/2015,1:27:46,15,N,49.547,W,3
8/22/2015,1:29:47,15.004,N,49.552,W,3
8/22/2015,1:31:46,15.007,N,49.557,W,3
8/22/2015,1:33:46,15.011,N,49.561,W,3
8/22/2015,1:35:47,15.014,N,49.566,W,3
8/22/2015,1:37:47,15.018,N,49.57,W,3
8/22/2015,1:39:46,15.021,N,49.575,W,3
8/22/2015,1:41:46,15.025,N,49.579,W,3
8/22/2015,1:43:47,15.028,N,49.584,W,3
8/22/2015,1:45:47,15.032,N,49.588,W,3
8/22/2015,1:47:46,15.035,N,49.593,W,3
8/22/2015,1:49:46,15.039,N,49.598,W,3
8/22/2015,1:51:47,15.042,N,49.602,W,3
8/22/2015,1:53:47,15.046,N,49.607,W,3
8/22/2015,1:55:46,15.049,N,49.611,W,3
8/22/2015,1:57:46,15.053,N,49.616,W,3
8/22/2015,1:59:47,15.056,N,49.621,W,3
8/22/2015,2:01:46,15.06,N,49.625,W,3
8/22/2015,2:03:46,15.063,N,49.63,W,3
8/22/2015,2:05:47,15.067,N,49.634,W,3
8/22/2015,2:07:47,15.07,N,49.639,W,3
8/22/2015,2:09:46,15.074,N,49.644,W,3
