Track,for,Fay,2002,,,
9/6/2002,20:19:30,27.337,N,95.166,W,0
9/6/2002,20:21:30,27.339,N,95.166,W,0
9/6/2002,20:23:29,27.342,N,95.166,W,0
9/6/2002,20:25:29,27.346,N,95.165,W,0
9/6/2002,20:27:29,27.349,N,95.165,W,0
9/6/2002,20:29:29,27.353,N,95.164,W,0
9/6/2002,20:31:30,27.357,N,95.164,W,0
9/6/2002,20:33:30,27.362,N,95.163,W,0
9/6/2002,20:35:30,27.367,N,95.162,W,0
9/6/2002,20:37:30,27.372,N,95.161,W,0
9/6/2002,20:39:29,27.377,N,95.16,W,0
9/6/2002,20:41:29,27.383,N,95.159,W,0
9/6/2002,20:43:29,27.389,N,95.157,W,0
9/6/2002,20:45:30,27.396,N,95.156,W,0
9/6/2002,20:47:30,27.402,N,95.154,W,0
9/6/2002,20:49:30,27.409,N,95.153,W,0
9/6/2002,20:51:30,27.416,N,95.151,W,0
9/6/2002,20:53:29,27.423,N,95.149,W,0
9/6/2002,20:55:29,27.43,N,95.148,W,0
9/6/2002,20:57:29,27.438,N,95.146,W,0
9/6/2002,20:59:29,27.446,N,95.144,W,0
9/6/2002,21:01:30,27.454,N,95.142,W,0
9/6/2002,21:03:30,27.462,N,95.14,W,0
9/6/2002,21:05:30,27.47,N,95.138,W,0
9/6/2002,21:07:30,27.479,N,95.135,W,0
9/6/2002,21:09:29,27.487,N,95.133,W,0
9/6/2002,21:11:29,27.496,N,95.131,W,0
9/6/2002,21:13:29,27.505,N,95.129,W,0
9/6/2002,21:15:30,27.514,N,95.126,W,0
9/6/2002,21:17:30,27.523,N,95.124,W,0
9/6/2002,21:19:30,27.532,N,95.122,W,0
9/6/2002,21:21:30,27.541,N,95.119,W,0
9/6/2002,21:23:29,27.55,N,95.117,W,0
9/6/2002,21:25:29,27.559,N,95.114,W,0
9/6/2002,21:27:29,27.568,N,95.112,W,0
9/6/2002,21:29:29,27.578,N,95.109,W,0
9/6/2002,21:31:30,27.587,N,95.107,W,0
9/6/2002,21:33:30,27.596,N,95.104,W,0
9/6/2002,21:35:30,27.606,N,95.102,W,0
9/6/2002,21:37:05,27.613,N,95.1,W,0
9/6/2002,21:39:05,27.614,N,95.1,W,0
9/6/2002,21:41:05,27.615,N,95.101,W,0
9/6/2002,21:43:05,27.617,N,95.101,W,0
9/6/2002,21:45:04,27.618,N,95.102,W,0
9/6/2002,21:47:04,27.619,N,95.102,W,0
9/6/2002,21:49:04,27.62,N,95.103,W,0
9/6/2002,21:51:04,27.621,N,95.103,W,0
9/6/2002,21:53:05,27.623,N,95.103,W,0
9/6/2002,21:55:05,27.624,N,95.104,W,0
9/6/2002,21:57:05,27.625,N,95.104,W,0
9/6/2002,21:59:04,27.626,N,95.105,W,0
9/6/2002,22:01:04,27.627,N,95.105,W,0
9/6/2002,22:03:04,27.629,N,95.105,W,0
9/6/2002,22:05:04,27.63,N,95.106,W,0
9/6/2002,22:07:05,27.631,N,95.106,W,0
9/6/2002,22:09:05,27.632,N,95.107,W,0
9/6/2002,22:11:05,27.633,N,95.107,W,0
9/6/2002,22:13:05,27.635,N,95.107,W,0
9/6/2002,22:15:04,27.636,N,95.108,W,0
9/6/2002,22:17:04,27.637,N,95.108,W,0
9/6/2002,22:19:04,27.638,N,95.109,W,0
9/6/2002,22:21:04,27.639,N,95.109,W,0
9/6/2002,22:23:05,27.641,N,95.11,W,0
9/6/2002,22:25:05,27.642,N,95.11,W,0
9/6/2002,22:27:05,27.643,N,95.11,W,0
9/6/2002,22:29:04,27.644,N,95.111,W,0
9/6/2002,22:31:04,27.645,N,95.111,W,0
9/6/2002,22:33:04,27.647,N,95.112,W,0
9/6/2002,22:35:04,27.648,N,95.112,W,0
9/6/2002,22:37:05,27.649,N,95.112,W,0
9/6/2002,22:39:05,27.65,N,95.113,W,0
9/6/2002,22:41:05,27.651,N,95.113,W,0
9/6/2002,22:43:05,27.653,N,95.114,W,0
9/6/2002,22:45:04,27.654,N,95.114,W,0
9/6/2002,22:47:04,27.655,N,95.115,W,0
9/6/2002,22:49:04,27.656,N,95.115,W,0
9/6/2002,22:51:04,27.657,N,95.115,W,0
9/6/2002,22:53:05,27.659,N,95.116,W,0
9/6/2002,22:55:05,27.66,N,95.116,W,0
9/6/2002,22:57:05,27.661,N,95.117,W,0
9/6/2002,22:59:04,27.662,N,95.117,W,0
9/6/2002,23:01:04,27.663,N,95.117,W,0
9/6/2002,23:03:04,27.665,N,95.118,W,0
9/6/2002,23:05:04,27.666,N,95.118,W,0
9/6/2002,23:07:05,27.667,N,95.119,W,0
9/6/2002,23:09:05,27.668,N,95.119,W,0
9/6/2002,23:11:05,27.669,N,95.12,W,0
9/6/2002,23:13:05,27.671,N,95.12,W,0
9/6/2002,23:15:04,27.672,N,95.12,W,0
9/6/2002,23:17:04,27.673,N,95.121,W,0
9/6/2002,23:19:04,27.674,N,95.121,W,0
9/6/2002,23:21:04,27.675,N,95.122,W,0
9/6/2002,23:23:05,27.677,N,95.122,W,0
9/6/2002,23:25:05,27.678,N,95.123,W,0
9/6/2002,23:27:05,27.679,N,95.123,W,0
9/6/2002,23:29:04,27.68,N,95.123,W,0
9/6/2002,23:31:04,27.681,N,95.124,W,0
9/6/2002,23:33:04,27.682,N,95.124,W,0
9/6/2002,23:35:04,27.684,N,95.125,W,0
9/6/2002,23:37:05,27.685,N,95.125,W,0
9/6/2002,23:39:05,27.686,N,95.125,W,0
9/6/2002,23:41:05,27.687,N,95.126,W,0
9/6/2002,23:43:05,27.688,N,95.126,W,0
9/6/2002,23:45:04,27.69,N,95.127,W,0
9/6/2002,23:47:04,27.691,N,95.127,W,0
9/6/2002,23:49:04,27.692,N,95.128,W,0
9/6/2002,23:51:04,27.693,N,95.128,W,0
9/6/2002,23:53:05,27.694,N,95.128,W,0
9/6/2002,23:55:05,27.696,N,95.129,W,0
9/6/2002,23:57:05,27.697,N,95.129,W,0
9/6/2002,23:59:04,27.698,N,95.13,W,0
9/7/2002,0:01:04,27.699,N,95.13,W,0
9/7/2002,0:03:04,27.7,N,95.131,W,0
9/7/2002,0:05:04,27.701,N,95.131,W,0
9/7/2002,0:07:05,27.703,N,95.131,W,0
9/7/2002,0:09:05,27.704,N,95.132,W,0
9/7/2002,0:11:05,27.705,N,95.132,W,0
9/7/2002,0:13:05,27.706,N,95.133,W,0
9/7/2002,0:15:04,27.707,N,95.133,W,0
9/7/2002,0:17:04,27.709,N,95.134,W,0
9/7/2002,0:19:04,27.71,N,95.134,W,0
9/7/2002,0:21:04,27.711,N,95.135,W,0
9/7/2002,0:23:05,27.712,N,95.135,W,0
9/7/2002,0:25:05,27.713,N,95.135,W,0
9/7/2002,0:27:05,27.714,N,95.136,W,0
9/7/2002,0:29:04,27.716,N,95.136,W,0
9/7/2002,0:31:04,27.717,N,95.137,W,0
9/7/2002,0:33:04,27.718,N,95.137,W,0
9/7/2002,0:35:04,27.719,N,95.138,W,0
9/7/2002,0:36:39,27.72,N,95.138,W,0
9/7/2002,0:38:39,27.704,N,95.133,W,0
9/7/2002,0:40:39,27.688,N,95.128,W,0
9/7/2002,0:42:40,27.672,N,95.123,W,0
9/7/2002,0:44:40,27.657,N,95.118,W,0
9/7/2002,0:46:40,27.641,N,95.114,W,0
9/7/2002,0:48:40,27.626,N,95.109,W,0
9/7/2002,0:50:39,27.611,N,95.104,W,0
9/7/2002,0:52:39,27.596,N,95.1,W,0
9/7/2002,0:54:39,27.582,N,95.095,W,0
9/7/2002,0:56:39,27.567,N,95.091,W,0
9/7/2002,0:58:40,27.553,N,95.086,W,0
9/7/2002,1:00:40,27.54,N,95.082,W,0
9/7/2002,1:02:40,27.527,N,95.078,W,0
9/7/2002,1:04:40,27.514,N,95.074,W,0
9/7/2002,1:06:39,27.502,N,95.07,W,0
9/7/2002,1:08:39,27.49,N,95.067,W,0
9/7/2002,1:10:39,27.479,N,95.063,W,0
9/7/2002,1:12:40,27.468,N,95.06,W,0
9/7/2002,1:14:40,27.458,N,95.057,W,0
9/7/2002,1:16:40,27.448,N,95.054,W,0
9/7/2002,1:18:40,27.439,N,95.051,W,0
9/7/2002,1:20:39,27.43,N,95.048,W,0
9/7/2002,1:22:39,27.422,N,95.046,W,0
9/7/2002,1:24:39,27.415,N,95.044,W,0
9/7/2002,1:26:39,27.409,N,95.042,W,0
9/7/2002,1:28:40,27.403,N,95.04,W,0
9/7/2002,1:30:40,27.398,N,95.039,W,0
9/7/2002,1:32:40,27.393,N,95.037,W,0
9/7/2002,1:34:40,27.39,N,95.036,W,0
9/7/2002,1:36:39,27.387,N,95.035,W,0
9/7/2002,1:38:39,27.384,N,95.035,W,0
9/7/2002,1:40:39,27.383,N,95.034,W,0
9/7/2002,1:42:40,27.382,N,95.034,W,0
9/7/2002,1:44:40,27.381,N,95.034,W,0
9/7/2002,1:46:40,27.382,N,95.034,W,0
9/7/2002,1:48:40,27.383,N,95.035,W,0
9/7/2002,1:50:39,27.384,N,95.035,W,0
9/7/2002,1:52:39,27.386,N,95.036,W,0
9/7/2002,1:54:39,27.389,N,95.037,W,0
9/7/2002,1:56:39,27.392,N,95.038,W,0
9/7/2002,1:58:40,27.396,N,95.039,W,0
9/7/2002,2:00:40,27.4,N,95.041,W,0
9/7/2002,2:02:40,27.405,N,95.043,W,0
9/7/2002,2:04:40,27.41,N,95.044,W,0
9/7/2002,2:06:39,27.416,N,95.046,W,0
9/7/2002,2:08:39,27.423,N,95.048,W,0
9/7/2002,2:10:39,27.429,N,95.051,W,0
9/7/2002,2:12:40,27.437,N,95.053,W,0
9/7/2002,2:14:40,27.444,N,95.056,W,0
9/7/2002,2:16:40,27.453,N,95.058,W,0
9/7/2002,2:18:40,27.461,N,95.061,W,0
9/7/2002,2:20:39,27.47,N,95.064,W,0
9/7/2002,2:22:39,27.48,N,95.067,W,0
9/7/2002,2:24:39,27.489,N,95.07,W,0
9/7/2002,2:26:39,27.5,N,95.074,W,0
9/7/2002,2:28:40,27.51,N,95.077,W,0
9/7/2002,2:30:40,27.521,N,95.081,W,0
9/7/2002,2:32:40,27.532,N,95.084,W,0
9/7/2002,2:34:40,27.544,N,95.088,W,0
9/7/2002,2:36:39,27.556,N,95.092,W,0
9/7/2002,2:38:39,27.568,N,95.096,W,0
9/7/2002,2:40:39,27.58,N,95.1,W,0
9/7/2002,2:42:40,27.593,N,95.104,W,0
9/7/2002,2:44:40,27.606,N,95.108,W,0
9/7/2002,2:46:40,27.619,N,95.112,W,0
9/7/2002,2:48:40,27.633,N,95.117,W,0
9/7/2002,2:50:39,27.646,N,95.121,W,0
9/7/2002,2:52:39,27.66,N,95.126,W,0
9/7/2002,2:54:39,27.674,N,95.13,W,0
9/7/2002,2:56:39,27.688,N,95.135,W,0
9/7/2002,2:58:40,27.703,N,95.139,W,0
9/7/2002,3:00:40,27.717,N,95.144,W,0
9/7/2002,3:02:40,27.732,N,95.149,W,0
9/7/2002,3:04:40,27.747,N,95.154,W,0
9/7/2002,3:06:39,27.762,N,95.158,W,0
9/7/2002,3:08:39,27.777,N,95.163,W,0
9/7/2002,3:10:39,27.792,N,95.168,W,0
9/7/2002,3:12:40,27.807,N,95.173,W,0
9/7/2002,3:13:00,27.81,N,95.174,W,0
9/7/2002,3:15:00,27.826,N,95.178,W,0
9/7/2002,3:16:59,27.842,N,95.183,W,0
9/7/2002,3:18:59,27.858,N,95.188,W,0
9/7/2002,3:20:59,27.873,N,95.193,W,0
9/7/2002,3:23:00,27.887,N,95.199,W,0
9/7/2002,3:23:29,27.891,N,95.2,W,0
9/7/2002,3:25:29,27.888,N,95.212,W,0
9/7/2002,3:27:29,27.886,N,95.224,W,0
9/7/2002,3:29:29,27.883,N,95.237,W,0
9/7/2002,3:31:30,27.88,N,95.249,W,0
9/7/2002,3:33:30,27.878,N,95.261,W,0
9/7/2002,3:35:30,27.875,N,95.273,W,0
9/7/2002,3:37:30,27.872,N,95.285,W,0
9/7/2002,3:39:29,27.87,N,95.298,W,0
9/7/2002,3:41:29,27.867,N,95.31,W,0
9/7/2002,3:43:29,27.865,N,95.322,W,0
9/7/2002,3:45:30,27.862,N,95.334,W,0
9/7/2002,3:47:30,27.859,N,95.347,W,0
9/7/2002,3:49:30,27.857,N,95.359,W,0
9/7/2002,3:51:30,27.854,N,95.371,W,0
9/7/2002,3:53:29,27.851,N,95.383,W,0
9/7/2002,3:55:29,27.849,N,95.395,W,0
9/7/2002,3:57:29,27.846,N,95.408,W,0
9/7/2002,3:59:29,27.843,N,95.42,W,0
9/7/2002,4:01:30,27.841,N,95.432,W,0
9/7/2002,4:03:30,27.838,N,95.444,W,0
9/7/2002,4:05:30,27.835,N,95.457,W,0
9/7/2002,4:07:30,27.833,N,95.469,W,0
9/7/2002,4:09:29,27.83,N,95.481,W,0
9/7/2002,4:11:29,27.827,N,95.493,W,0
9/7/2002,4:13:29,27.825,N,95.505,W,0
9/7/2002,4:15:30,27.822,N,95.518,W,0
9/7/2002,4:17:30,27.819,N,95.53,W,0
9/7/2002,4:19:30,27.817,N,95.542,W,0
9/7/2002,4:21:30,27.814,N,95.554,W,0
9/7/2002,4:23:29,27.812,N,95.566,W,0
9/7/2002,4:25:29,27.809,N,95.579,W,0
9/7/2002,4:27:29,27.806,N,95.591,W,0
9/7/2002,4:29:29,27.804,N,95.603,W,0
9/7/2002,4:31:30,27.801,N,95.615,W,0
9/7/2002,4:33:30,27.798,N,95.628,W,0
9/7/2002,4:35:30,27.796,N,95.64,W,0
9/7/2002,4:37:30,27.793,N,95.652,W,0
9/7/2002,4:39:29,27.79,N,95.664,W,0
9/7/2002,4:41:29,27.788,N,95.676,W,0
9/7/2002,4:43:29,27.785,N,95.689,W,0
9/7/2002,4:45:30,27.782,N,95.701,W,0
9/7/2002,4:47:30,27.78,N,95.713,W,0
9/7/2002,4:49:30,27.777,N,95.725,W,0
9/7/2002,4:51:30,27.774,N,95.738,W,0
9/7/2002,4:53:29,27.772,N,95.75,W,0
9/7/2002,4:55:29,27.769,N,95.762,W,0
9/7/2002,4:57:29,27.767,N,95.774,W,0
9/7/2002,4:59:29,27.764,N,95.786,W,0
9/7/2002,5:01:30,27.761,N,95.799,W,0
9/7/2002,5:03:30,27.759,N,95.811,W,0
9/7/2002,5:05:30,27.756,N,95.823,W,0
9/7/2002,5:07:30,27.753,N,95.835,W,0
9/7/2002,5:09:29,27.751,N,95.847,W,0
9/7/2002,5:11:29,27.748,N,95.86,W,0
9/7/2002,5:13:29,27.745,N,95.872,W,0
9/7/2002,5:14:29,27.744,N,95.878,W,0
9/7/2002,5:16:30,27.753,N,95.876,W,0
9/7/2002,5:18:30,27.763,N,95.874,W,0
9/7/2002,5:20:30,27.772,N,95.872,W,0
9/7/2002,5:22:30,27.782,N,95.87,W,0
9/7/2002,5:24:29,27.791,N,95.868,W,0
9/7/2002,5:26:29,27.8,N,95.867,W,0
9/7/2002,5:28:29,27.81,N,95.865,W,0
9/7/2002,5:30:30,27.819,N,95.864,W,0
9/7/2002,5:32:30,27.828,N,95.862,W,0
9/7/2002,5:34:30,27.837,N,95.861,W,0
9/7/2002,5:36:30,27.846,N,95.86,W,0
9/7/2002,5:38:29,27.855,N,95.858,W,0
9/7/2002,5:40:29,27.864,N,95.857,W,0
9/7/2002,5:42:29,27.873,N,95.856,W,0
9/7/2002,5:44:29,27.882,N,95.856,W,0
9/7/2002,5:46:30,27.891,N,95.855,W,0
9/7/2002,5:48:30,27.9,N,95.854,W,0
9/7/2002,5:50:30,27.909,N,95.854,W,0
9/7/2002,5:52:30,27.918,N,95.853,W,0
9/7/2002,5:54:29,27.927,N,95.853,W,0
9/7/2002,5:56:29,27.935,N,95.853,W,0
9/7/2002,5:58:29,27.944,N,95.853,W,0
9/7/2002,6:00:30,27.953,N,95.853,W,0
9/7/2002,6:02:30,27.961,N,95.853,W,0
9/7/2002,6:04:30,27.97,N,95.853,W,0
9/7/2002,6:06:30,27.978,N,95.853,W,0
9/7/2002,6:08:29,27.987,N,95.854,W,0
9/7/2002,6:10:29,27.995,N,95.855,W,0
9/7/2002,6:12:29,28.003,N,95.855,W,0
9/7/2002,6:14:29,28.012,N,95.856,W,0
9/7/2002,6:16:30,28.02,N,95.857,W,0
9/7/2002,6:18:30,28.028,N,95.858,W,0
9/7/2002,6:20:30,28.036,N,95.859,W,0
9/7/2002,6:22:30,28.044,N,95.861,W,0
9/7/2002,6:24:29,28.052,N,95.862,W,0
9/7/2002,6:26:29,28.06,N,95.864,W,0
9/7/2002,6:28:29,28.068,N,95.866,W,0
9/7/2002,6:30:30,28.076,N,95.867,W,0
9/7/2002,6:32:30,28.084,N,95.869,W,0
9/7/2002,6:34:30,28.092,N,95.872,W,0
9/7/2002,6:36:30,28.1,N,95.874,W,0
9/7/2002,6:38:29,28.107,N,95.876,W,0
9/7/2002,6:40:29,28.115,N,95.879,W,0
9/7/2002,6:42:29,28.123,N,95.882,W,0
9/7/2002,6:44:29,28.13,N,95.884,W,0
9/7/2002,6:46:30,28.138,N,95.887,W,0
9/7/2002,6:48:30,28.145,N,95.89,W,0
9/7/2002,6:50:30,28.152,N,95.894,W,0
9/7/2002,6:52:30,28.16,N,95.897,W,0
9/7/2002,6:54:29,28.167,N,95.901,W,0
9/7/2002,6:56:29,28.174,N,95.904,W,0
9/7/2002,6:58:29,28.181,N,95.908,W,0
9/7/2002,7:00:30,28.188,N,95.912,W,0
9/7/2002,7:02:30,28.195,N,95.917,W,0
9/7/2002,7:04:30,28.202,N,95.921,W,0
9/7/2002,7:06:30,28.209,N,95.926,W,0
9/7/2002,7:08:29,28.216,N,95.93,W,0
9/7/2002,7:10:29,28.222,N,95.935,W,0
9/7/2002,7:12:29,28.229,N,95.94,W,0
9/7/2002,7:14:29,28.236,N,95.945,W,0
9/7/2002,7:16:30,28.242,N,95.95,W,0
9/7/2002,7:18:30,28.249,N,95.956,W,0
9/7/2002,7:20:30,28.255,N,95.961,W,0
9/7/2002,7:22:30,28.262,N,95.967,W,0
9/7/2002,7:24:29,28.268,N,95.973,W,0
9/7/2002,7:26:29,28.274,N,95.979,W,0
9/7/2002,7:28:29,28.28,N,95.985,W,0
9/7/2002,7:30:30,28.287,N,95.992,W,0
9/7/2002,7:32:30,28.293,N,95.998,W,0
9/7/2002,7:34:30,28.299,N,96.005,W,0
9/7/2002,7:36:30,28.305,N,96.011,W,0
9/7/2002,7:38:29,28.311,N,96.018,W,0
9/7/2002,7:40:29,28.317,N,96.025,W,0
9/7/2002,7:42:29,28.322,N,96.032,W,0
9/7/2002,7:44:29,28.328,N,96.039,W,0
9/7/2002,7:46:30,28.334,N,96.047,W,0
9/7/2002,7:48:30,28.34,N,96.054,W,0
9/7/2002,7:50:30,28.345,N,96.062,W,0
9/7/2002,7:52:30,28.351,N,96.07,W,0
9/7/2002,7:54:29,28.356,N,96.078,W,0
9/7/2002,7:56:29,28.362,N,96.086,W,0
9/7/2002,7:58:29,28.367,N,96.094,W,0
9/7/2002,8:00:30,28.373,N,96.102,W,0
9/7/2002,8:02:30,28.378,N,96.11,W,0
9/7/2002,8:04:30,28.383,N,96.119,W,0
9/7/2002,8:06:30,28.389,N,96.127,W,0
9/7/2002,8:08:29,28.394,N,96.136,W,0
9/7/2002,8:10:29,28.399,N,96.145,W,0
9/7/2002,8:12:29,28.404,N,96.154,W,0
9/7/2002,8:14:29,28.409,N,96.163,W,0
9/7/2002,8:16:30,28.414,N,96.172,W,0
9/7/2002,8:18:30,28.419,N,96.181,W,0
9/7/2002,8:20:30,28.424,N,96.191,W,0
9/7/2002,8:22:30,28.429,N,96.2,W,0
9/7/2002,8:24:29,28.434,N,96.21,W,0
9/7/2002,8:26:29,28.439,N,96.219,W,0
9/7/2002,8:28:29,28.444,N,96.229,W,0
9/7/2002,8:30:30,28.448,N,96.239,W,0
9/7/2002,8:32:30,28.453,N,96.249,W,0
9/7/2002,8:34:30,28.458,N,96.259,W,0
9/7/2002,8:36:30,28.463,N,96.269,W,0
9/7/2002,8:38:29,28.467,N,96.279,W,0
9/7/2002,8:40:29,28.472,N,96.29,W,0
9/7/2002,8:42:29,28.476,N,96.3,W,0
9/7/2002,8:44:29,28.481,N,96.311,W,0
9/7/2002,8:46:30,28.485,N,96.321,W,0
9/7/2002,8:48:30,28.49,N,96.332,W,0
9/7/2002,8:50:30,28.494,N,96.343,W,0
9/7/2002,8:52:30,28.498,N,96.354,W,0
9/7/2002,8:54:29,28.503,N,96.365,W,0
9/7/2002,8:56:29,28.507,N,96.376,W,0
9/7/2002,8:58:29,28.511,N,96.387,W,0
9/7/2002,9:00:30,28.516,N,96.398,W,0
9/7/2002,9:02:30,28.52,N,96.409,W,0
9/7/2002,9:04:30,28.524,N,96.42,W,0
9/7/2002,9:06:30,28.528,N,96.432,W,0
9/7/2002,9:08:29,28.532,N,96.443,W,0
9/7/2002,9:10:29,28.536,N,96.455,W,0
9/7/2002,9:12:29,28.541,N,96.466,W,0
9/7/2002,9:14:29,28.545,N,96.478,W,0
9/7/2002,9:16:30,28.549,N,96.49,W,0
9/7/2002,9:18:30,28.553,N,96.501,W,0
9/7/2002,9:20:30,28.557,N,96.513,W,0
9/7/2002,9:22:30,28.561,N,96.525,W,0
9/7/2002,9:24:29,28.565,N,96.537,W,0
9/7/2002,9:26:29,28.568,N,96.549,W,0
9/7/2002,9:28:29,28.572,N,96.561,W,0
9/7/2002,9:30:30,28.576,N,96.573,W,0
9/7/2002,9:32:30,28.58,N,96.586,W,0
9/7/2002,9:34:30,28.584,N,96.598,W,0
9/7/2002,9:36:30,28.588,N,96.61,W,0
9/7/2002,9:38:29,28.592,N,96.622,W,0
9/7/2002,9:40:29,28.595,N,96.635,W,0
9/7/2002,9:42:29,28.599,N,96.647,W,0
9/7/2002,9:44:29,28.603,N,96.66,W,0
9/7/2002,9:46:30,28.607,N,96.672,W,0
9/7/2002,9:48:30,28.61,N,96.685,W,0
9/7/2002,9:50:30,28.614,N,96.697,W,0
9/7/2002,9:52:30,28.618,N,96.71,W,0
9/7/2002,9:54:29,28.621,N,96.723,W,0
9/7/2002,9:56:29,28.625,N,96.735,W,0
9/7/2002,9:58:29,28.629,N,96.748,W,0
9/7/2002,10:00:30,28.632,N,96.761,W,0
9/7/2002,10:02:30,28.636,N,96.774,W,0
9/7/2002,10:04:30,28.639,N,96.786,W,0
9/7/2002,10:06:30,28.643,N,96.799,W,0
9/7/2002,10:08:29,28.646,N,96.812,W,0
9/7/2002,10:10:29,28.65,N,96.825,W,0
9/7/2002,10:12:29,28.654,N,96.838,W,0
9/7/2002,10:14:29,28.657,N,96.851,W,0
9/7/2002,10:16:30,28.661,N,96.864,W,0
9/7/2002,10:18:30,28.664,N,96.877,W,0
9/7/2002,10:20:30,28.668,N,96.89,W,0
9/7/2002,10:22:30,28.671,N,96.903,W,0
9/7/2002,10:24:29,28.675,N,96.916,W,0
9/7/2002,10:26:29,28.678,N,96.929,W,0
9/7/2002,10:28:29,28.682,N,96.942,W,0
9/7/2002,10:30:30,28.685,N,96.955,W,0
9/7/2002,10:32:30,28.689,N,96.969,W,0
9/7/2002,10:34:30,28.692,N,96.982,W,0
9/7/2002,10:36:30,28.696,N,96.995,W,0
9/7/2002,10:38:29,28.699,N,97.008,W,0
9/7/2002,10:40:29,28.703,N,97.021,W,0
9/7/2002,10:42:29,28.706,N,97.034,W,0
